VENDOR NAME,EXPENSE CATEGORY,PAYMENT AMOUNT,PAYMENT DATE
STAPLES ADVANTAGE,DIRECT PURCHASES,424.50,4/7/2021
"OER SERVICES, LLC",EQUIPMENT RENTAL,1354.00,7/7/2021
TALENTCLICK WORKFORCE SOLUTIONS INC.,CONSULTING,38500.00,5/13/2021
GENUINE PARTS COMPANY (NAPA),CONSULTING,145329.00,5/5/2021
"ALLIED WASTE TRANSPORTATION, INC. d/b/a REPUBLIC SERVICES OF CHICAGO",MAINTENANCE & REPAIRS,164394.13,5/31/2021
G.A.G. INDUSTRIES CORP.,MAINTENANCE & REPAIRS,55025.84,5/12/2021
G & O THERMAL SUPPLY COMPANY,DIRECT PURCHASES,3154.52,9/8/2021
RICHARD M STANTON,LEGAL COSTS,400.00,10/21/2021
Konecranes,MAINTENANCE & REPAIRS,1626.32,2/11/2021
System4 Chicago,MAINTENANCE & REPAIRS,6794.50,1/11/2021
"WEST PUBLISHING CORPORATION d/b/a THOMSON WEST, WEST GROUP OR WEST",FINANCIAL & TREAS SVCS,8734.94,3/18/2021
"AUTOMATIC FIRE CONTROLS, INC.",MAINTENANCE & REPAIRS,8000.00,12/8/2021
MP2 ENERGY NE LLC,UTILITIES EXPENSE,524021.02,5/19/2021
COZEN O'CONNOR,LEGAL COSTS,12621.50,2/18/2021
WORK LOSS DATA INSTITUTE,FINANCIAL & TREAS SVCS,4040.00,8/19/2021
"SPRINT SOLUTIONS, INC.",UTILITIES EXPENSE,10228.08,5/5/2021
"WISCO, INC.",MAINTENANCE & REPAIRS,621.74,9/30/2021
TOMPKINS PRINTING EQUIPMENT CO.,MAINTENANCE & REPAIRS,705.00,10/13/2021
COMMONWEALTH EDISON.,UTILITIES EXPENSE,57086.47,7/14/2021
*KOI COMPUTERS,MAINTENANCE & REPAIRS,26342.00,8/19/2021
"HIRERIGHT SOLUTIONS, INC.",ADMINISTRATION & HR,10612.54,12/29/2021
MEDIAAGILITY INC,TECHNOLOGY SERVICES,1799.84,2/18/2021
JOHNSON PIPE & SUPPLY CO.,DIRECT PURCHASES,549.16,6/14/2021
"MCCORKLE LITIGATION SERVICES, INC",LEGAL COSTS,246.50,12/29/2021
NIKKI HALE CONSULTING INC,CONTRACTUAL SERVICES,540.00,2/11/2021
UNION PACIFIC RAILROAD COMPANY,FACILITY RENTAL,105000.00,1/6/2021
"MARK ANDY, INC.",MAINTENANCE & REPAIRS,170.96,2/11/2021
"INDUSTRIAL ENGINE SERVICE, INC.",DIRECT PURCHASES,1755.00,6/23/2021
"INSPE ASSOCIATES,LTD.",ADMINISTRATION & HR,1350.00,7/2/2021
"ARAMARK UNIFORM SERVICES, INC.",CONTRACTUAL SERVICES,105.32,9/15/2021
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,922.75,6/21/2021
GENUINE PARTS COMPANY (NAPA),GENERAL EXPENSES,2885.39,12/8/2021
XEROX CORPORATION /XEROX CTR,MAINTENANCE & REPAIRS,8862.03,6/3/2021
"*ALLPOINTS SECURITY AND DETECTIVE, INC.",PURCHASE OF SECURITY SERVICES,8038.20,1/25/2021
CUMMINS INC.,MAINTENANCE & REPAIRS,671.88,9/1/2021
JOHNSON CONTROLS FIRE PROTECTION LP,MAINTENANCE & REPAIRS,880.00,2/24/2021
GENUINE PARTS COMPANY (NAPA),GENERAL EXPENSES,220.49,5/19/2021
"SVANACO, INC.",TECHNOLOGY SERVICES,18000.00,1/25/2021
Jamil Fatti,CONTRACTUAL SERVICES,2654.50,12/9/2021
"*BOYE JANITORIAL SERVICE, INC.",MAINTENANCE & REPAIRS,18375.00,2/24/2021
JACKSON LEWIS PC,LEGAL COSTS,2940.00,12/7/2021
"HERITAGE-CRYSTAL CLEAN, LLC",DIRECT PURCHASES,2720.00,7/7/2021
NATIONAL FIRE PROTECTION ASSOC.,GENERAL EXPENSES,175.00,9/2/2021
"WISCO, INC.",DIRECT PURCHASES,79.20,9/30/2021
ILLINOIS CPA SOCIETY,GENERAL EXPENSES,350.00,7/8/2021
"AMAZON WEB SERVICES, INC.",CONTRACTUAL SERVICES,1997.21,9/29/2021
XEROX CORPORATION /XEROX CTR,MAINTENANCE & REPAIRS,34130.63,4/28/2021
ILLINOIS STATE POLICE 1,LEGAL COSTS,5.00,6/3/2021
"PREMIER STAFFING SOURCE, INC.",CONSULTING,1728.00,8/16/2021
GEORGE R CYBULSKI M.D.,ADMINISTRATION & HR,2400.00,8/19/2021
HEGENSCHEIDT CORP.,MAINTENANCE & REPAIRS,97.50,9/20/2021
SALVATORE PRESCOTT & PORTER PLLC,LEGAL COSTS,1622.50,10/21/2021
CK REPORTING,LEGAL COSTS,190.80,1/7/2021
"GARDA CL GREAT LAKES, INC.",FINANCIAL & TREAS SVCS,59723.70,6/28/2021
"GENFARE, A DIVISION OF SPX CORPORATION",GENERAL EXPENSES,19.61,9/22/2021
EXHIBIT 5,LEGAL COSTS,333.70,9/9/2021
VILLAGE OF SKOKIE.,UTILITIES EXPENSE,21843.63,7/8/2021
"CROWE, LLP",FINANCIAL & TREAS SVCS,50000.00,5/6/2021
"ATOMATIC MECHANICAL SERVICES, INC, d/b/a CONTROL ENGINEERING CORP.",MAINTENANCE & REPAIRS,5391.00,1/27/2021
CHICAGO TRIBUNE CO.,ADVERTISING & PROMOTION,260.45,8/26/2021
"ILLINOIS BONE & JOINT INSTITUTE, LLC",LEGAL COSTS,40.00,4/8/2021
CINTAS CORPORATION,MAINTENANCE & REPAIRS,5131.17,9/22/2021
GENUINE PARTS COMPANY (NAPA),CONTRACTUAL SERVICES,17419.36,11/15/2021
TRADEBE TREATMENT & RECYCLING LLC,MAINTENANCE & REPAIRS,18046.60,2/25/2021
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,44590.27,9/15/2021
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,216123.46,1/11/2021
"RADICOM, INC.",MAINTENANCE & REPAIRS,12400.00,3/15/2021
JOHNSON PIPE & SUPPLY CO.,DIRECT PURCHASES,73.26,5/3/2021
"SAFETY KLEEN SYSTEMS, INC.",MAINTENANCE & REPAIRS,1530.80,4/5/2021
CITY OF CHICAGO-DEPT OF FLEET AND FACILITY  MGMT,DIRECT PURCHASES,16307.02,9/23/2021
G & O THERMAL SUPPLY COMPANY,DIRECT PURCHASES,522.16,4/7/2021
DUN & BRADSTREET INC,CONTRACTUAL SERVICES,51519.58,3/25/2021
"ZIPCAR, INC.",EQUIPMENT RENTAL,1125.34,12/8/2021
"RI-DEL MFG, INC",DIRECT PURCHASES,10135.07,4/1/2021
MURRAY & TRETTEL INC,GENERAL EXPENSES,416.25,4/22/2021
"WAREHOUSE DIRECT, INC.",MAINTENANCE & REPAIRS,167.15,12/16/2021
*J.P. SIMONS & COMPANY,DIRECT PURCHASES,7643.33,8/26/2021
CITY OF CHICAGO DEPT.OF REVENUE-RED LIGHT,GENERAL EXPENSES,700.00,3/11/2021
IAP CONSTRUCTION INC.,CONTRACTUAL SERVICES,1908.00,12/29/2021
JEANNE CHARLES ESQ,LEGAL COSTS,2800.00,5/13/2021
CITY OF CHICAGO-DEPT OF FLEET AND FACILITY  MGMT,DIRECT PURCHASES,17169.03,10/7/2021
"CONSTELLATION NEW ENERGY GAS DIVISION, LLC",UTILITIES EXPENSE,152623.93,5/5/2021
"OFFICE DEPOT, LLC.",DIRECT PURCHASES,660.08,1/27/2021
"GREATER ILLINOIS TITLE COMPANY, INC.",LEGAL COSTS,2010.00,3/25/2021
Robert Valadez,CONTRACTUAL SERVICES,1670.00,11/12/2021
CINTAS CORPORATION,DIRECT PURCHASES,374.76,9/6/2021
HISPANIC/LATINO PROFESSIONALS ASSOCIATION,ADVERTISING & PROMOTION,2995.00,2/18/2021
EVANSTON POLICE DEPARTMENT/CITY OF EVANSTON,PURCHASE OF SECURITY SERVICES,16596.21,7/2/2021
"LUMINATOR TECHNOLOGY GROUP, INC.",MAINTENANCE & REPAIRS,18375.00,9/29/2021
MEDVOC REHABILITATION LTD,CONTRACTUAL SERVICES,6819.66,11/4/2021
"MYERS SERVICE, INC.",LEGAL COSTS,157.00,9/16/2021
"ORACLE AMERICA, INC.",TECHNOLOGY SERVICES,74894.95,10/19/2021
ZUBER LAWLER LLP,LEGAL COSTS,4159.00,10/20/2021
JUDITH POLLOCK,LEGAL COSTS,25.00,11/12/2021
UNIVERSITY SPINE SURGEONS LLC,ADMINISTRATION & HR,750.00,12/30/2021
LESTER & ROSALIE ANIXTER CENTER,GENERAL EXPENSES,592.00,3/18/2021
"*ANCHOR STAFFING, INC.",TECHNOLOGY SERVICES,1527.60,9/1/2021
JBM Janitorial Corp.,MAINTENANCE & REPAIRS,4760.00,3/29/2021
"CROWE, LLP",FINANCIAL & TREAS SVCS,60000.00,2/25/2021
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,3022.00,8/11/2021
 CITY OF CHICAGO,GENERAL EXPENSES,575.00,8/19/2021
TRADEBE TREATMENT & RECYCLING LLC,MAINTENANCE & REPAIRS,166.00,9/2/2021
"MOBILE MINI, INC",EQUIPMENT RENTAL,1155.00,2/25/2021
MASSACHUSETTS INSTITUTE OF TECHNOLOGY,CONTRACTUAL SERVICES,40082.52,3/18/2021
UTILITY TRANSPORT SERVICE,DIRECT PURCHASES,1898.71,1/7/2021
EVERGREEN PARK POLICE DEPARTMENT,LEGAL COSTS,10.00,6/24/2021
REHABILITATION INSTITUTE OF CHICAGO,ADMINISTRATION & HR,550.00,8/26/2021
"LANCESOFT, INC.",CONSULTING,4406.40,2/18/2021
REGISTRATION FEE TRUST,LEGAL COSTS,5.00,10/28/2021
"INTERSTATE POWER SYSTEMS, INC.",MAINTENANCE & REPAIRS,229.90,2/17/2021
PITNEY BOWES GLOBAL MAILING SYSTEMS,MAINTENANCE & REPAIRS,264.60,1/7/2021
"ATKINSON-BAKER, INC.",LEGAL COSTS,415.00,6/17/2021
"*BOYE JANITORIAL SERVICE, INC.",MAINTENANCE & REPAIRS,18375.00,6/23/2021
FOREST PARK POLICE DEPT.,PURCHASE OF SECURITY SERVICES,4268.04,11/18/2021
SAMUEL J CHMELL,ADMINISTRATION & HR,1750.00,12/30/2021
"IMPERIAL CRANE SERVICES, INC.",EQUIPMENT RENTAL,6050.00,3/22/2021
BROTHERS & THOMPSON P.C.,LEGAL COSTS,784.00,10/7/2021
"*SILK SCREEN EXPRESS, INC..",GENERAL EXPENSES,117493.49,11/26/2021
CITY OF CHICAGO-DEPT OF FLEET AND FACILITY  MGMT,MAINTENANCE & REPAIRS,74282.14,7/8/2021
"MANSFIELD OIL COMPANY OF GAINESVILLE, INC.",FUEL EXPENSE,535435.63,4/7/2021
BLAIDA AND ASSOCIATES LLC,CONTRACTUAL SERVICES,12000.00,1/27/2021
STAPLES ADVANTAGE,DIRECT PURCHASES,24227.62,4/12/2021
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,50112.60,12/1/2021
"THE MCS GROUP, INC.",ADMINISTRATION & HR,3211.92,7/29/2021
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,3263.92,10/13/2021
SERVICE SANITATION INC,MAINTENANCE & REPAIRS,7673.00,3/1/2021
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,69540.43,6/23/2021
CUMMINS INC.,MAINTENANCE & REPAIRS,1068.90,8/18/2021
SALVATORE PRESCOTT & PORTER PLLC,LEGAL COSTS,2920.50,9/2/2021
"GUARDIAN INDUSTRIAL SUPPLY, LLC",DIRECT PURCHASES,534.00,11/4/2021
XVIZ LLC,TECHNOLOGY SERVICES,1224.00,10/28/2021
GENUINE PARTS COMPANY (NAPA),MAINTENANCE & REPAIRS,1131.26,4/7/2021
G & O THERMAL SUPPLY COMPANY,DIRECT PURCHASES,1100.92,7/14/2021
"GREENLINE ENVIRONMENTAL SOLUTIONS, LLC",MAINTENANCE & REPAIRS,19057.00,6/16/2021
LORCHEM TECHNOLOGIES INC,MAINTENANCE & REPAIRS,312.37,3/3/2021
"MANSFIELD OIL COMPANY OF GAINESVILLE, INC.",FUEL EXPENSE,429124.77,6/2/2021
*J.P. SIMONS & COMPANY,DIRECT PURCHASES,6421.71,6/10/2021
"MANSFIELD OIL COMPANY OF GAINESVILLE, INC.",FUEL EXPENSE,337633.79,6/23/2021
"HERITAGE-CRYSTAL CLEAN, LLC",MAINTENANCE & REPAIRS,6400.00,4/28/2021
"MANSFIELD OIL COMPANY OF GAINESVILLE, INC.",FUEL EXPENSE,467994.81,5/12/2021
STAPLES ADVANTAGE,DIRECT PURCHASES,38.93,5/19/2021
VTECH SOLUTION INC,CONSULTING,6264.00,6/24/2021
"*VEI SOLUTIONS, INC.",MAINTENANCE & REPAIRS,733.46,2/1/2021
JOHNSON CONTROLS FIRE PROTECTION LP,MAINTENANCE & REPAIRS,6772.59,12/14/2021
JOHNSON PIPE & SUPPLY CO.,DIRECT PURCHASES,701.44,10/27/2021
PEOPLES GAS,UTILITIES EXPENSE,593828.17,10/27/2021
CONTINENTAL LANGUAGES LLC,CONTRACTUAL SERVICES,297.50,2/11/2021
LORCHEM TECHNOLOGIES INC,MAINTENANCE & REPAIRS,2457.89,9/22/2021
"*ANCHOR STAFFING, INC.",TECHNOLOGY SERVICES,1468.64,8/4/2021
*H and D Landscaping and Tree Removal LLC,MAINTENANCE & REPAIRS,1850.24,9/15/2021
GENUINE PARTS COMPANY (NAPA),MAINTENANCE & REPAIRS,350.52,3/22/2021
"LANCESOFT, INC.",CONTRACTUAL SERVICES,1958.40,2/4/2021
COMPUTER AID INC,TECHNOLOGY SERVICES,590940.50,1/4/2021
VILLAGE OF OAK PARK -1,PURCHASE OF SECURITY SERVICES,10964.15,6/30/2021
CUMMINS INC.,MAINTENANCE & REPAIRS,213.78,3/24/2021
"MYERS SERVICE, INC.",LEGAL COSTS,351.00,6/3/2021
JOHNSON PIPE & SUPPLY CO.,DIRECT PURCHASES,4025.73,2/3/2021
"COMCAST OF CHICAGO, IL",EQUIPMENT RENTAL,203.54,4/1/2021
BLAZEN ILLUMINATIONS LLC,CONTRACTUAL SERVICES,500.00,6/23/2021
KENTUCKIANA REPORTERS,LEGAL COSTS,306.30,12/16/2021
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,2949.52,10/4/2021
"ALERE TOXICOLOGY SERVICES, INC.",ADMINISTRATION & HR,10344.67,2/11/2021
BARCODES INC,MAINTENANCE & REPAIRS,7688.20,1/13/2021
"*BOYE JANITORIAL SERVICE, INC.",MAINTENANCE & REPAIRS,52204.50,2/3/2021
"EXPONENT, INC.",LEGAL COSTS,3000.00,6/17/2021
JOHNSON CONTROLS FIRE PROTECTION LP,MAINTENANCE & REPAIRS,8545.37,10/25/2021
CITY OF BERWYN,GENERAL EXPENSES,100.00,3/25/2021
"THOMPSON COBURN, LLC",LEGAL COSTS,10443.00,9/1/2021
"CONCARE, INC.",MAINTENANCE & REPAIRS,23788.34,2/4/2021
MASHKOOR ALI KHAN,ADMINISTRATION & HR,300.00,4/1/2021
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,6489.85,11/3/2021
"*VEI SOLUTIONS, INC.",MAINTENANCE & REPAIRS,6656.76,10/20/2021
GENUINE PARTS COMPANY (NAPA),MAINTENANCE & REPAIRS,11.46,2/17/2021
"*DatamanUSA, LLC",CONTRACTUAL SERVICES,2528.00,2/4/2021
CORPORATE CONCEPTS INC,GENERAL EXPENSES,951.11,3/11/2021
LESTER & ROSALIE ANIXTER CENTER,GENERAL EXPENSES,592.00,12/2/2021
ALAN J COOK,LEGAL COSTS,2850.00,12/16/2021
GENUINE PARTS COMPANY (NAPA),CONSULTING,145329.00,3/10/2021
LESTER & ROSALIE ANIXTER CENTER,GENERAL EXPENSES,320.00,8/19/2021
BROTHERS & THOMPSON P.C.,LEGAL COSTS,1288.00,12/16/2021
System4 Chicago,MAINTENANCE & REPAIRS,6794.50,1/13/2021
TSUNAMI ORTHOPAEDICE & SPORTS MEDICINE,ADMINISTRATION & HR,700.00,6/17/2021
"*ANDERSON & SHAH ROOFING, INC.",MAINTENANCE & REPAIRS,1079.37,12/7/2021
Konecranes,MAINTENANCE & REPAIRS,13083.40,7/29/2021
LEXIS NEXIS CO.,CONTRACTUAL SERVICES,5622.12,6/24/2021
JOHNSON PIPE & SUPPLY CO.,DIRECT PURCHASES,909.07,3/17/2021
"SVANACO, INC.",TECHNOLOGY SERVICES,27975.00,5/3/2021
ANDERSON ELEVATOR CO.,MAINTENANCE & REPAIRS,398597.12,3/29/2021
GRE-GOCO ORRINGTON OWNER LLC,EQUIPMENT RENTAL,1039.68,7/8/2021
"CARD IMAGING, INC.",GENERAL EXPENSES,489.00,6/9/2021
"EVERBRIDGE, INC.",MAINTENANCE & REPAIRS,47000.00,2/25/2021
"*BOYE JANITORIAL SERVICE, INC.",MAINTENANCE & REPAIRS,29120.00,1/4/2021
"PROTANIC, INC.",MAINTENANCE & REPAIRS,2250.00,6/21/2021
"CANON BUSINESS SOLUTIONS, INC.",MAINTENANCE & REPAIRS,5947.22,10/6/2021
ANDERSON ELEVATOR CO.,MAINTENANCE & REPAIRS,405858.29,12/29/2021
"SILLIKER, INC.",MAINTENANCE & REPAIRS,147.52,10/28/2021
"ARAMARK UNIFORM SERVICES, INC.",CONTRACTUAL SERVICES,105.32,12/15/2021
COGENT Infotech Corporation,CONTRACTUAL SERVICES,930.00,1/28/2021
ILLINOIS SECRETARY OF STATE,GENERAL EXPENSES,50.00,8/26/2021
TRADEBE TREATMENT & RECYCLING LLC,MAINTENANCE & REPAIRS,1156.13,7/29/2021
ENTERPRISE FLEET SERVICES,EQUIPMENT RENTAL,46689.60,9/1/2021
ILLINOIS SECRETARY OF STATE,GENERAL EXPENSES,50.00,8/26/2021
XEROX CORPORATION /XEROX CTR,MAINTENANCE & REPAIRS,34130.63,3/29/2021
"IMPERIAL CRANE SERVICES, INC.",EQUIPMENT RENTAL,1800.00,6/30/2021
RECRUITMILITARY LLC,ADVERTISING & PROMOTION,4000.00,12/9/2021
AMERICAN CALIBRATION INC.,MAINTENANCE & REPAIRS,13561.75,9/30/2021
"OCCUPATIONAL HEALTH CENTERS OF THE SOUTHWEST, PA. d/b/a CONCENTRA MEDICAL CENTERS",ADMINISTRATION & HR,48605.00,12/23/2021
"THE MCS GROUP, INC.",ADMINISTRATION & HR,7123.24,3/18/2021
*J.P. SIMONS & COMPANY,DIRECT PURCHASES,3341.43,3/25/2021
CINTAS CORPORATION,DIRECT PURCHASES,1050.94,9/13/2021
CINTAS CORPORATION,DIRECT PURCHASES,750.96,2/22/2021
"MANSFIELD OIL COMPANY OF GAINESVILLE, INC.",FUEL EXPENSE,632500.58,1/25/2021
"*THE BLUEPRINT SHOPPE, INC.",CONTRACTUAL SERVICES,2105.15,7/15/2021
TKG & ASSOCIATES L.L.C,CONSULTING,7500.00,10/13/2021
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,8435.33,3/22/2021
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,4691.02,1/11/2021
LORCHEM TECHNOLOGIES INC,MAINTENANCE & REPAIRS,12535.15,4/12/2021
"OER SERVICES, LLC",EQUIPMENT RENTAL,454.00,8/25/2021
SERVICE SANITATION INC,MAINTENANCE & REPAIRS,38.38,9/15/2021
PHYSICAL MEASUREMENT TECHNOLOGIES INC,DIRECT PURCHASES,961.50,7/29/2021
"SAFETY KLEEN SYSTEMS, INC.",MAINTENANCE & REPAIRS,27451.35,4/14/2021
"*ALLPOINTS SECURITY AND DETECTIVE, INC.",PURCHASE OF SECURITY SERVICES,64227.53,1/13/2021
BRANDON WOODBERRY,LEGAL COSTS,75.00,10/21/2021
IAP CONSTRUCTION INC.,CONTRACTUAL SERVICES,1990.00,8/25/2021
Donald Gismondi,CONSULTING,9653.40,1/28/2021
"ANCHOR MECHANICAL, INC.",MAINTENANCE & REPAIRS,106692.00,7/21/2021
"WISCO, INC.",MAINTENANCE & REPAIRS,10.77,4/8/2021
"MCCORKLE LITIGATION SERVICES, INC",LEGAL COSTS,341.40,11/22/2021
KAMRAN SYED HAMID,ADMINISTRATION & HR,750.00,2/11/2021
"MARK ANDY, INC.",MAINTENANCE & REPAIRS,47.10,4/29/2021
"MOBILE MINI, INC",EQUIPMENT RENTAL,1320.00,5/20/2021
"ARAMARK UNIFORM SERVICES, INC.",CONTRACTUAL SERVICES,105.32,10/13/2021
G.A.G. INDUSTRIES CORP.,MAINTENANCE & REPAIRS,59982.94,10/27/2021
"*VEI SOLUTIONS, INC.",MAINTENANCE & REPAIRS,2237.82,1/20/2021
"GREENLINE ENVIRONMENTAL SOLUTIONS, LLC",MAINTENANCE & REPAIRS,3895.00,12/29/2021
IAP CONSTRUCTION INC.,MAINTENANCE & REPAIRS,980.00,8/25/2021
"*DIGBY'S DETECTIVE & SECURITY AGENCY, INC.",PURCHASE OF SECURITY SERVICES,334520.17,6/14/2021
"OER SERVICES, LLC",EQUIPMENT RENTAL,10537.37,9/8/2021
"PROTANIC, INC.",MAINTENANCE & REPAIRS,750.00,10/11/2021
"*BOYE JANITORIAL SERVICE, INC.",MAINTENANCE & REPAIRS,381827.25,2/1/2021
"MANSFIELD OIL COMPANY OF GAINESVILLE, INC.",FUEL EXPENSE,80552.54,2/8/2021
"WISCO, INC.",DIRECT PURCHASES,6.60,3/18/2021
HARRY S. TRUMAN COLLEGE,FACILITY RENTAL,14208.00,11/1/2021
"AMERICAN BUILDING SERVICES, LLC (M-D BUILDING MATERIALS)",DIRECT PURCHASES,3594.20,5/3/2021
"JACKSON MARKING PRODUCTS CO., INC.",GENERAL EXPENSES,30.52,9/8/2021
PABLO N QUINTANA M.D.,ADMINISTRATION & HR,450.00,6/24/2021
AMERIMEX SALES & SERVICE,MAINTENANCE & REPAIRS,6812.33,3/22/2021
XEROX CORPORATION /XEROX CTR,MAINTENANCE & REPAIRS,725.32,6/3/2021
ENTERPRISE FLEET SERVICES,EQUIPMENT RENTAL,45010.10,12/29/2021
*AQUAS INCORPORATED,CONTRACTUAL SERVICES,155360.00,9/20/2021
COOK COUNTY SHERIFF DEPARTMENT,LEGAL COSTS,40.00,4/22/2021
MOORE-ADDISON CO.,EQUIPMENT RENTAL,3840.00,5/24/2021
ENTERPRISE FLEET SERVICES,EQUIPMENT RENTAL,43591.63,12/1/2021
SERVICE SANITATION INC,MAINTENANCE & REPAIRS,1944.00,11/17/2021
"RADICOM, INC.",MAINTENANCE & REPAIRS,11175.00,8/23/2021
"AMERESCO, INC.",CONSULTING,14730.00,10/4/2021
UNIVERSITY OF WISCONSIN- MADISON,ADVERTISING & PROMOTION,1990.00,2/18/2021
"*MOTR GRAFX, LLC",ADVERTISING & PROMOTION,5397.00,12/16/2021
Carahsoft Technology Corporation,MAINTENANCE & REPAIRS,38880.00,10/13/2021
GENUINE PARTS COMPANY (NAPA),TRAVEL & MEETING EXPENSE,15031.33,12/29/2021
XEROX CORPORATION /XEROX CTR,MAINTENANCE & REPAIRS,11149.86,5/26/2021
GENUINE PARTS COMPANY (NAPA),ADVERTISING & PROMOTION,1253.10,5/17/2021
UNITEC PARTS CO.,DIRECT PURCHASES,1437.00,12/9/2021
FOX VALLEY FIRE & SAFETY COMPANY,MAINTENANCE & REPAIRS,8416.25,9/15/2021
PEOPLES GAS,UTILITIES EXPENSE,33327.43,11/22/2021
FOX VALLEY FIRE & SAFETY COMPANY,MAINTENANCE & REPAIRS,11086.25,5/19/2021
GENUINE PARTS COMPANY (NAPA),CONTRACTUAL SERVICES,31.49,10/13/2021
"JUST ELEVATOR INSPECTION SERVICE, INC.",MAINTENANCE & REPAIRS,40397.50,12/30/2021
"JACKSON MARKING PRODUCTS CO., INC.",DIRECT PURCHASES,91.56,6/16/2021
XEROX CORPORATION /XEROX CTR,MAINTENANCE & REPAIRS,9557.01,6/7/2021
TRADEBE TREATMENT & RECYCLING LLC,MAINTENANCE & REPAIRS,1641.75,5/6/2021
DAVID WISE,CONTRACTUAL SERVICES,13280.00,10/28/2021
SYSTEMS RESEARCH INCORPORATED,CONSULTING,30000.00,3/29/2021
METROPOLITAN WATER RECLAMATION.,EQUIPMENT RENTAL,101624.90,4/22/2021
PITNEY BOWES GLOBAL MAILING SYSTEMS,MAINTENANCE & REPAIRS,24.22,9/23/2021
Jarrett Walker + Associates,CONSULTING,50000.00,4/29/2021
GRANT LAW LLC,LEGAL COSTS,56.00,11/1/2021
"CANON BUSINESS SOLUTIONS, INC.",MAINTENANCE & REPAIRS,4188.80,9/8/2021
"PREMIER STAFFING SOURCE, INC.",CONSULTING,820.80,2/15/2021
COOK COUNTY SHERIFF DEPARTMENT,LEGAL COSTS,40.00,2/4/2021
JACKSON LEWIS PC,LEGAL COSTS,3136.00,11/1/2021
"UNITED WAY OF METROPOLITAN CHICAGO, INC.",GENERAL EXPENSES,33780.99,7/14/2021
"OER SERVICES, LLC",EQUIPMENT RENTAL,1125.00,8/18/2021
ILLINOIS SECRETARY OF STATE,GENERAL EXPENSES,50.00,8/19/2021
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,95444.11,4/1/2021
"THE MCS GROUP, INC.",ADMINISTRATION & HR,5246.69,11/18/2021
"GREENLINE ENVIRONMENTAL SOLUTIONS, LLC",MAINTENANCE & REPAIRS,25771.00,5/12/2021
"HERITAGE-CRYSTAL CLEAN, LLC",MAINTENANCE & REPAIRS,3200.00,4/14/2021
*J.P. SIMONS & COMPANY,DIRECT PURCHASES,23618.54,6/3/2021
STAPLES ADVANTAGE,DIRECT PURCHASES,23216.18,9/29/2021
PEOPLES GAS,UTILITIES EXPENSE,85794.42,1/21/2021
MP2 ENERGY NE LLC,UTILITIES EXPENSE,473934.46,7/14/2021
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,81395.37,12/23/2021
CLAREMONT LLC,CONTRACTUAL SERVICES,1110.00,10/14/2021
"JONES LANG LaSALLE, INCORPORATED",MAINTENANCE & REPAIRS,7490.70,10/19/2021
"MOBILE MINI, INC",EQUIPMENT RENTAL,1650.00,7/29/2021
CHEROKEE PORCELAIN ENAMEL CORP.,ADVERTISING & PROMOTION,98197.10,11/4/2021
"MANSFIELD OIL COMPANY OF GAINESVILLE, INC.",FUEL EXPENSE,216177.40,5/19/2021
GENUINE PARTS COMPANY (NAPA),CONSULTING,290658.00,10/25/2021
"HERITAGE-CRYSTAL CLEAN, LLC",MAINTENANCE & REPAIRS,3200.00,5/3/2021
"MANSFIELD OIL COMPANY OF GAINESVILLE, INC.",DIRECT PURCHASES,6868.24,1/25/2021
GENUINE PARTS COMPANY (NAPA),CONTRACTUAL SERVICES,3567.90,5/19/2021
COOK COUNTY CLERK,CONTRACTUAL SERVICES,97.00,2/11/2021
CITY OF CHICAGO-DEPT OF WATER,UTILITIES EXPENSE,92196.92,7/19/2021
*SOUTH SUBURBAN PEST CONTROL,MAINTENANCE & REPAIRS,11640.90,12/29/2021
"*ANCHOR STAFFING, INC.",TECHNOLOGY SERVICES,1222.08,6/23/2021
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,7380.23,6/9/2021
"*DIGBY'S DETECTIVE & SECURITY AGENCY, INC.",PURCHASE OF SECURITY SERVICES,170379.54,7/12/2021
"*GALAXY ENVIRONMENTAL, INC.",MAINTENANCE & REPAIRS,46705.48,12/14/2021
"OER SERVICES, LLC",EQUIPMENT RENTAL,3449.00,10/20/2021
"COLONIAL OIL INDUSTRIES, INC.",DIRECT PURCHASES,90544.82,7/29/2021
"*ANCHOR STAFFING, INC.",TECHNOLOGY SERVICES,1549.04,3/10/2021
