VENDOR NAME,EXPENSE CATEGORY,PAYMENT AMOUNT,PAYMENT DATE
"GENFARE, A DIVISION OF SPX CORPORATION",DIRECT PURCHASES,870.10,9/25/2019
"AUTOMATIC MECHANICAL SERVICES, INC, d/b/a CONTROL ENGINEERING CORP.",MAINTENANCE & REPAIRS,1503.00,9/5/2019
CITY OF CHICAGO DEPT.OF REVENUE-RED LIGHT,GENERAL EXPENSES,300.00,9/17/2019
"WISCO, INC.",MAINTENANCE & REPAIRS,85.30,9/26/2019
IAP CONSTRUCTION INC.,MAINTENANCE & REPAIRS,4884.17,9/20/2019
"AUTOMATIC FIRE CONTROLS, INC.",MAINTENANCE & REPAIRS,6000.00,11/13/2019
"AMERICAN BUILDING SERVICES, LLC (M-D BUILDING MATERIALS)",DIRECT PURCHASES,3491.88,12/20/2019
"STANTON MECHANICAL, INC.",MAINTENANCE & REPAIRS,4378.78,3/14/2019
"CAPUS AUTOMATION SERVICES, INC.",MAINTENANCE & REPAIRS,2877.75,5/7/2019
COLETTE HOLT & ASSOCIATES,CONSULTING,4880.00,6/4/2019
GENUINE PARTS COMPANY (NAPA),CONTRACTUAL SERVICES,2021.95,7/11/2019
EVERGREEN PARK RED LIGHT,GENERAL EXPENSES,100.00,10/1/2019
"GREENLINE ENVIRONMENTAL SOLUTIONS, LLC",MAINTENANCE & REPAIRS,3890.00,10/25/2019
"THE MCS GROUP, INC.",ADMINISTRATION & HR,1058.30,11/20/2019
COZEN O'CONNOR,LEGAL COSTS,265.50,12/20/2019
"IMPERIAL CRANE SERVICES, INC.",EQUIPMENT RENTAL,4520.00,3/27/2019
RAPID7 LLC,TECHNOLOGY SERVICES,35120.00,4/30/2019
COOK COUNTY SHERIFF DEPARTMENT,MAINTENANCE & REPAIRS,33996.50,7/3/2019
"*ANCHOR STAFFING, INC.",TECHNOLOGY SERVICES,1222.93,11/15/2019
JOHNSON PIPE & SUPPLY CO.,DIRECT PURCHASES,583.27,11/22/2019
"KOPICO, INC.",DIRECT PURCHASES,3634.00,12/24/2019
"OER SERVICES, LLC",EQUIPMENT RENTAL,4620.00,1/23/2019
"WISCO, INC.",DIRECT PURCHASES,15.00,1/18/2019
JOHNSON PIPE & SUPPLY CO.,DIRECT PURCHASES,851.51,6/7/2019
XEROX CORPORATION /XEROX CTR,MAINTENANCE & REPAIRS,30304.16,5/24/2019
VILLAGE OF OAK PARK -1,PURCHASE OF SECURITY SERVICES,11950.29,8/22/2019
MAGGIANO'S LITTLE ITALY,TRAVEL & MEETING EXPENSE,3000.00,9/10/2019
LIFECARE HOME SOLUTIONS,ADMINISTRATION & HR,2000.00,12/17/2019
"GLOBAL FINISHING SOLUTIONS, LLC",DIRECT PURCHASES,4400.00,2/22/2019
"HADADY MACHINING CO., INC.",DIRECT PURCHASES,1151.00,3/1/2019
"LUMINATOR MASS TRANSIT, LLC",MAINTENANCE & REPAIRS,28000.00,2/28/2019
VERITEXT CHICAGO REPORTING CO.,LEGAL COSTS,405.40,4/26/2019
MARK SOKOLOWSKI MD,ADMINISTRATION & HR,1000.00,5/21/2019
"HERITAGE-CRYSTAL CLEAN, LLC",DIRECT PURCHASES,1600.00,6/14/2019
ASSOCIATION FOR TALENT DEVELOPMENT,GENERAL EXPENSES,399.00,8/21/2019
JUDY M FUEHRMEYER,LEGAL COSTS,150.00,12/17/2019
"ARAMARK UNIFORM SERVICES, INC.",CONTRACTUAL SERVICES,73.28,2/13/2019
CDW GOVERNMENT LLC,DIRECT PURCHASES,3705.20,2/27/2019
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,359.72,3/20/2019
AMERICAN RAILWAY ENGINEERING AND MAINTENANCE OF WAY ASSOCIATION,GENERAL EXPENSES,183.00,5/2/2019
EVANSTON POLICE DEPARTMENT/CITY OF EVANSTON,PURCHASE OF SECURITY SERVICES,15699.89,5/28/2019
FOREST PARK POLICE DEPT.,PURCHASE OF SECURITY SERVICES,2920.66,6/28/2019
"INSPE ASSOCIATES,LTD.",ADMINISTRATION & HR,2304.00,12/18/2019
AGAE / PRO FENCE JOINT VENTURE,MAINTENANCE & REPAIRS,39021.40,2/5/2019
"SAFETY KLEEN SYSTEMS, INC.",MAINTENANCE & REPAIRS,13919.65,2/19/2019
"GREENLINE ENVIRONMENTAL SOLUTIONS, LLC",MAINTENANCE & REPAIRS,14420.00,1/17/2019
"MANSFIELD OIL COMPANY OF GAINESVILLE, INC.",FUEL EXPENSE,185742.28,1/24/2019
INTERTEK USA INC.,CONTRACTUAL SERVICES,1928.00,3/1/2019
"ANCHOR STAFFING, INC.",CONTRACTUAL SERVICES,1955.52,2/5/2019
"SNOW SYSTEMS, INC",MAINTENANCE & REPAIRS,37032.00,2/20/2019
"OER SERVICES, LLC",MAINTENANCE & REPAIRS,1393.00,2/14/2019
COOK COUNTY SHERIFF DEPARTMENT,LEGAL COSTS,80.00,2/21/2019
"MANSFIELD OIL COMPANY OF GAINESVILLE, INC.",FUEL EXPENSE,357739.14,2/28/2019
ADVOCATE COURT REPORTERS LLC,LEGAL COSTS,278.20,3/19/2019
"ARAMARK UNIFORM SERVICES, INC.",GENERAL EXPENSES,120.96,4/12/2019
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,1859.35,4/12/2019
"MANSFIELD OIL COMPANY OF GAINESVILLE, INC.",FUEL EXPENSE,18337.10,4/9/2019
"MCCORKLE LITIGATION SERVICES, INC",LEGAL COSTS,4923.28,4/17/2019
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,31710.61,5/1/2019
"STEVE'S EQUIPMENT SERVICE, INC.",MAINTENANCE & REPAIRS,9732.60,5/29/2019
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,475.30,5/24/2019
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,58721.51,6/21/2019
"ZIPCAR, INC.",EQUIPMENT RENTAL,169.19,6/14/2019
"GREENLINE ENVIRONMENTAL SOLUTIONS, LLC",MAINTENANCE & REPAIRS,10187.00,7/1/2019
CINTAS CORPORATION,CONTRACTUAL SERVICES,21171.04,8/12/2019
"*AGB Investigative Services, Incorporated",PURCHASE OF SECURITY SERVICES,208755.97,8/13/2019
"JONES LANG LaSALLE, INCORPORATED",CONSULTING,5646.45,9/11/2019
"CROWE, LLP",FINANCIAL & TREAS SVCS,20000.00,9/17/2019
"CHICAGO UNITED INDUSTRIES, LTD.",MAINTENANCE & REPAIRS,317.46,11/22/2019
RUSSELL R. ROGERS,CONTRACTUAL SERVICES,11250.00,11/27/2019
ENO TRANSPORTATION FOUNDATION,GENERAL EXPENSES,3500.00,2/25/2019
"WISCO, INC.",MAINTENANCE & REPAIRS,60.30,3/6/2019
"HIGH PSI, LTD.",MAINTENANCE & REPAIRS,938.88,4/23/2019
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,369.75,4/11/2019
EVERGREEN PARK RED LIGHT,GENERAL EXPENSES,100.00,4/16/2019
CITY OF CHICAGO DEPT.OF REVENUE-RED LIGHT,GENERAL EXPENSES,1000.00,4/16/2019
"OER SERVICES, LLC",EQUIPMENT RENTAL,1381.20,5/17/2019
"DMS SEWING, LLC.",GENERAL EXPENSES,1613.00,9/13/2019
CIOX HEALTH,ADMINISTRATION & HR,484.60,9/18/2019
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,1081.28,10/9/2019
"*BOYE JANITORIAL SERVICE, INC.",MAINTENANCE & REPAIRS,18375.00,10/4/2019
ANN S. KENIS,LEGAL COSTS,750.00,10/16/2019
*J.P. SIMONS & COMPANY,DIRECT PURCHASES,5539.36,12/11/2019
"MARK ANDY, INC.",MAINTENANCE & REPAIRS,198.48,11/21/2019
HOLLAND & KNIGHT LLP,LEGAL COSTS,3068.00,12/31/2019
"GREENLINE ENVIRONMENTAL SOLUTIONS, LLC",MAINTENANCE & REPAIRS,2550.00,1/2/2019
"HIGH PSI, LTD.",MAINTENANCE & REPAIRS,1900.18,2/22/2019
"LAW BULLETIN PUBLISHING CO, INC.",FINANCIAL & TREAS SVCS,3000.00,3/6/2019
CORPORATE CONCEPTS INC,MAINTENANCE & REPAIRS,1150.00,4/2/2019
"OCCUPATIONAL HEALTH CENTERS OF THE SOUTHWEST, PA. d/b/a CONCENTRA MEDICAL CENTERS",ADMINISTRATION & HR,31.00,5/3/2019
BLAIDA AND ASSOCIATES LLC,CONTRACTUAL SERVICES,6000.00,7/8/2019
"CAROLYN COX RPR, CRR",LEGAL COSTS,46.75,8/8/2019
"*NSN EMPLOYER SERVICES, INC.",CONTRACTUAL SERVICES,148.14,8/21/2019
"HITACHI RAIL STS USA, INC.",DIRECT PURCHASES,739.76,10/8/2019
GENUINE PARTS COMPANY (NAPA),ADVERTISING & PROMOTION,86.62,12/6/2019
EHC CANADA INC. d/b/a EHC GLOBAL,DIRECT PURCHASES,1431.26,2/14/2019
COOK COUNTY SHERIFF DEPARTMENT,LEGAL COSTS,40.00,3/12/2019
"*ANDERSON & SHAH ROOFING, INC.",MAINTENANCE & REPAIRS,2780.68,4/10/2019
"COMET MESSENGER SERVICE, INC.",CONTRACTUAL SERVICES,173.46,5/23/2019
COMMONWEALTH EDISON.,UTILITIES EXPENSE,261463.90,7/9/2019
JOHNSON PIPE & SUPPLY CO.,DIRECT PURCHASES,2001.06,8/23/2019
PETER R. MEYERS,LEGAL COSTS,4407.93,9/25/2019
"QUANTUM CROSSINGS, LLC",FINANCIAL & TREAS SVCS,494332.80,10/29/2019
TOMPKINS PRINTING EQUIPMENT CO.,MAINTENANCE & REPAIRS,1046.09,12/6/2019
IBM CORPORATION,MAINTENANCE & REPAIRS,35580.29,12/10/2019
"COMCAST OF CHICAGO, IL",EQUIPMENT RENTAL,41.59,12/27/2019
"AT&T MOBILITY NATIONAL ACCOUNTS, LLC",UTILITIES EXPENSE,79836.70,10/3/2019
"AT&T MOBILITY NATIONAL ACCOUNTS, LLC",UTILITIES EXPENSE,505.58,11/21/2019
AT & T CORP,UTILITIES EXPENSE,913.20,11/5/2019
COOK COUNTY SHERIFF DEPARTMENT,LEGAL COSTS,40.00,11/12/2019
XEROX CORPORATION /XEROX CTR,MAINTENANCE & REPAIRS,30593.69,11/22/2019
JOHNSON PIPE & SUPPLY CO.,DIRECT PURCHASES,35.66,3/5/2019
*M. WELLS PRINTING COMPANY,GENERAL EXPENSES,398.00,4/24/2019
"COMET MESSENGER SERVICE, INC.",CONTRACTUAL SERVICES,39.00,6/7/2019
ACCOUNTEMPS/DIV. ROBERT HALF,LEGAL COSTS,18589.50,7/1/2019
"CRANE 1 SERVICES, INC.",MAINTENANCE & REPAIRS,442.49,8/9/2019
MARCELIN VASQUEZ,CREDITS,20.00,8/16/2019
VILLAGE OF FOREST PARK (WATER ACCOUNT),UTILITIES EXPENSE,1996.92,12/6/2019
JOHNSON PIPE & SUPPLY CO.,DIRECT PURCHASES,7201.13,2/27/2019
"COY PUGH AND ASSOCIATES, LLC",CONTRACTUAL SERVICES,6000.00,6/24/2019
"CROWE, LLP",FINANCIAL & TREAS SVCS,22374.00,7/9/2019
"OER SERVICES, LLC",MAINTENANCE & REPAIRS,588.00,9/18/2019
CUMMINS INC.,MAINTENANCE & REPAIRS,1150.00,3/19/2019
EVERGREEN PARK RED LIGHT,GENERAL EXPENSES,100.00,4/2/2019
PEOPLES GAS,UTILITIES EXPENSE,18500.70,5/9/2019
AMERICAN TOWERS LLC,EQUIPMENT RENTAL,4362.31,8/16/2019
"MANSFIELD OIL COMPANY OF GAINESVILLE, INC.",FUEL EXPENSE,378736.76,1/28/2019
EVANSTON POLICE DEPARTMENT/CITY OF EVANSTON,PURCHASE OF SECURITY SERVICES,17290.12,2/5/2019
"WISCO, INC.",DIRECT PURCHASES,341.55,2/14/2019
"THE MCS GROUP, INC.",ADMINISTRATION & HR,5415.67,2/20/2019
GENUINE PARTS COMPANY (NAPA),MAINTENANCE & REPAIRS,693.16,3/22/2019
"ACTION K-9 SECURITY, INC.",PURCHASE OF SECURITY SERVICES,544274.27,3/14/2019
MID-WEST SIGN SUPPLY CO,MAINTENANCE & REPAIRS,3634.65,3/21/2019
"PREMIER STAFFING SOURCE, INC.",GENERAL EXPENSES,7888.08,4/2/2019
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,10853.85,6/26/2019
JOENE HANHARDT,LEGAL COSTS,38.15,8/6/2019
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,26517.54,8/29/2019
"PROTANIC, INC.",MAINTENANCE & REPAIRS,22533.20,9/12/2019
"HASTINGS AIR-ENERGY CONTROL,INC.",DIRECT PURCHASES,4497.20,10/11/2019
ORAL AND MAXILLOFACIAL SURGERY OF CHICAGO,ADMINISTRATION & HR,650.00,11/12/2019
"SPRINT SOLUTIONS, INC.",UTILITIES EXPENSE,72202.17,11/19/2019
"MANSFIELD OIL COMPANY OF GAINESVILLE, INC.",FUEL EXPENSE,374583.38,11/26/2019
*J.P. SIMONS & COMPANY,DIRECT PURCHASES,12915.53,12/19/2019
CALIBER PACKAGING LLC,MAINTENANCE & REPAIRS,460.00,12/10/2019
AMERICAN CENTER FOR SPINE & NEUROSURGERY LLC,ADMINISTRATION & HR,750.00,12/17/2019
"HIGH PSI, LTD.",MAINTENANCE & REPAIRS,1190.56,1/25/2019
"HERITAGE-CRYSTAL CLEAN, LLC",DIRECT PURCHASES,1920.00,2/8/2019
XEROX CORPORATION /XEROX CTR,MAINTENANCE & REPAIRS,30616.12,2/22/2019
89TH ST PROPERTIES LLC,FACILITY RENTAL,568.72,2/15/2019
METROPOLITAN WATER RECLAMATION..,UTILITIES EXPENSE,14844.54,2/22/2019
CUMMINS INC.,MAINTENANCE & REPAIRS,1740.43,3/22/2019
"CANON BUSINESS SOLUTIONS, INC.",MAINTENANCE & REPAIRS,8287.13,4/15/2019
*L.A. REPORTING........,LEGAL COSTS,233.70,4/3/2019
"QUEST DIAGNOSTICS, INC,",ADMINISTRATION & HR,137301.30,6/26/2019
GENUINE PARTS COMPANY (NAPA),GENERAL EXPENSES,106.50,8/1/2019
*GRISKO LLC (PREVIOUSLY CAROLYN GRISKO & ASSOCIATES),CONSULTING,2070.30,11/5/2019
"MENARD INDUSTRIES, LLC, d/b/a MENARD'S RAILROAD MATERIALS",CONTRACTUAL SERVICES,1583.20,12/20/2019
CITY OF CHICAGO DEPT.OF REVENUE-RED LIGHT,GENERAL EXPENSES,400.00,1/16/2019
STANDARD EQUIPMENT COMPANY,DIRECT PURCHASES,7049.12,2/21/2019
"*FIRECO, INC.",MAINTENANCE & REPAIRS,7980.00,3/26/2019
GENUINE PARTS COMPANY (NAPA),GENERAL EXPENSES,159.95,3/22/2019
"*MOTR GRAFX, LLC",ADVERTISING & PROMOTION,1836.00,5/7/2019
"WISCO, INC.",DIRECT PURCHASES,15.00,6/4/2019
SAFETY VISION LLC,FINANCIAL & TREAS SVCS,26085.00,7/16/2019
"GMI, LLC",DIRECT PURCHASES,43700.00,1/17/2019
JOHNSON PIPE & SUPPLY CO.,DIRECT PURCHASES,1350.44,2/5/2019
ILLINOIS SECRETARY OF STATE,GENERAL EXPENSES,50.00,3/21/2019
EHC CANADA INC. d/b/a EHC GLOBAL,DIRECT PURCHASES,3700.00,4/26/2019
ARC IMAGING RESOURCES,MAINTENANCE & REPAIRS,59.76,6/14/2019
GENUINE PARTS COMPANY (NAPA),GENERAL EXPENSES,3950.00,7/5/2019
CONSTANT CONTACT INC,CONSULTING,4662.00,8/28/2019
"GENFARE, A DIVISION OF SPX CORPORATION",DIRECT PURCHASES,27234.00,9/27/2019
CUMMINS INC.,MAINTENANCE & REPAIRS,2337.95,10/30/2019
TRANSPORTATION SAFETY INSTITUTE,TRAVEL & MEETING EXPENSE,720.00,10/16/2019
AGAE / PRO FENCE JOINT VENTURE,MAINTENANCE & REPAIRS,21940.80,1/2/2019
PACER SERVICE CENTER,GENERAL EXPENSES,283.50,4/16/2019
"MCCORKLE LITIGATION SERVICES, INC",LEGAL COSTS,1204.23,5/10/2019
JOHNSON CONTROLS FIRE PROTECTION LP,MAINTENANCE & REPAIRS,599.00,8/1/2019
DYNEGY ENERGY SERVICES,UTILITIES EXPENSE,344278.43,8/30/2019
GREENBERG TRAURIG LLP,LEGAL COSTS,3982.50,8/2/2019
G & O THERMAL SUPPLY COMPANY,DIRECT PURCHASES,1765.12,9/20/2019
CORPORATE CONCEPTS INC,MAINTENANCE & REPAIRS,430.00,11/5/2019
COURTYARD BY MARRIOT,TRAVEL & MEETING EXPENSE,696.14,11/26/2019
"OER SERVICES, LLC",MAINTENANCE & REPAIRS,2072.00,12/19/2019
LEXITAS,LEGAL COSTS,228.55,12/17/2019
ROSEMONT PUBLIC WORKS,UTILITIES EXPENSE,15.31,2/22/2019
LEXIS NEXIS CO.,CONTRACTUAL SERVICES,5458.33,2/28/2019
*M. WELLS PRINTING COMPANY,ADVERTISING & PROMOTION,48995.00,3/25/2019
"*MOTR GRAFX, LLC",GENERAL EXPENSES,1588.00,5/2/2019
COMMONWEALTH EDISON.,UTILITIES EXPENSE,364572.74,5/14/2019
"SVANACO, INC.",CONTRACTUAL SERVICES,2695.00,6/11/2019
ALOHA PRINT GROUP,LEGAL COSTS,265.15,7/23/2019
INDEED INC,ADVERTISING & PROMOTION,2400.00,7/30/2019
"PROTANIC, INC.",MAINTENANCE & REPAIRS,160.00,8/6/2019
ILLINOIS SECRETARY OF STATE,GENERAL EXPENSES,50.00,8/27/2019
"INTERSTATE POWER SYSTEMS, INC.",MAINTENANCE & REPAIRS,659.77,10/22/2019
"THOMPSON COBURN, LLC",LEGAL COSTS,105114.50,11/8/2019
WOLTERS KLUWER LAW & BUSINESS,GENERAL EXPENSES,619.80,11/21/2019
"OER SERVICES, LLC",EQUIPMENT RENTAL,644.00,11/22/2019
COMMUNICATIONS SUPPLY CORP.,DIRECT PURCHASES,8068.75,12/13/2019
"CUBIC TRANSPORTATION SYSTEMS, INC.",DIRECT PURCHASES,158939.53,3/15/2019
"U.S. LEGAL SUPPORT, INCORPORATED",LEGAL COSTS,439.30,2/22/2019
"ARAMARK UNIFORM SERVICES, INC.",CONTRACTUAL SERVICES,71.85,3/13/2019
"STANTON MECHANICAL, INC.",MAINTENANCE & REPAIRS,725.38,3/5/2019
"DEVELOPMENT DIMENSIONS INTERNATIONAL, INC",CONTRACTUAL SERVICES,64.30,3/14/2019
CHAPMAN AND CUTLER,LEGAL COSTS,7000.00,3/27/2019
"WAREHOUSE DIRECT, INC.",MAINTENANCE & REPAIRS,144.14,4/10/2019
NIKKI HALE CONSULTING INC,CONTRACTUAL SERVICES,345.00,5/24/2019
"WEST PUBLISHING CORPORATION d/b/a THOMSON WEST, WEST GROUP OR WEST",FINANCIAL & TREAS SVCS,6540.96,10/8/2019
JACKSON LEWIS PC,LEGAL COSTS,3528.00,10/31/2019
MR. B'S INC. - d/b/a BIAGIO'S SUPAROSSA,TRAVEL & MEETING EXPENSE,27562.00,11/19/2019
COOK COUNTY SHERIFF DEPARTMENT,LEGAL COSTS,40.00,5/10/2019
CIOX HEALTH,ADMINISTRATION & HR,39.37,9/3/2019
LATPRO INC,ADVERTISING & PROMOTION,10000.00,11/26/2019
CENTER OF BRAIN AND SPINE SURGERY,ADMINISTRATION & HR,3000.00,12/17/2019
"MCCORKLE LITIGATION SERVICES, INC",LEGAL COSTS,2829.84,1/9/2019
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,8610.09,1/24/2019
CLAREMONT LLC,CONTRACTUAL SERVICES,1110.00,1/17/2019
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,34252.31,1/29/2019
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,4237.33,2/21/2019
AMERICAN TOWERS LLC,EQUIPMENT RENTAL,8597.56,2/19/2019
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,449.36,3/21/2019
XEROX CORPORATION /XEROX CTR,MAINTENANCE & REPAIRS,30308.18,3/27/2019
"BHFX, LLC",MAINTENANCE & REPAIRS,617.50,4/9/2019
"CUBIC TRANSPORTATION SYSTEMS, INC.",TRAVEL & MEETING EXPENSE,11496.00,4/15/2019
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,30183.45,6/20/2019
"HERITAGE-CRYSTAL CLEAN, LLC",DIRECT PURCHASES,1600.00,6/21/2019
IEEE OPERATIONS CENTER,GENERAL EXPENSES,176.00,6/18/2019
LightSpeed Technologies,DIRECT PURCHASES,1883.98,6/20/2019
ANITA M. ROWE,LEGAL COSTS,600.00,6/21/2019
"HERITAGE-CRYSTAL CLEAN, LLC",DIRECT PURCHASES,3200.00,7/26/2019
"CANON BUSINESS SOLUTIONS, INC.",MAINTENANCE & REPAIRS,8725.35,8/9/2019
"MANSFIELD OIL COMPANY OF GAINESVILLE, INC.",FUEL EXPENSE,461789.87,8/9/2019
*J.P. SIMONS & COMPANY,DIRECT PURCHASES,13800.24,8/27/2019
"Pest Management Services, Inc.",MAINTENANCE & REPAIRS,1350.00,8/13/2019
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,7397.00,8/28/2019
"DYNAMIC LIFECYCLE INNOVATIONS, INC.",MAINTENANCE & REPAIRS,4460.46,9/11/2019
NATIONAL SAFETY COUNCIL,TRAVEL & MEETING EXPENSE,395.00,9/5/2019
"GREENLINE ENVIRONMENTAL SOLUTIONS, LLC",MAINTENANCE & REPAIRS,3060.00,9/18/2019
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,18294.74,10/4/2019
JOHNSON PIPE & SUPPLY CO.,DIRECT PURCHASES,431.65,9/27/2019
SERVICE SANITATION INC,MAINTENANCE & REPAIRS,21417.67,10/28/2019
"THE MCS GROUP, INC.",ADMINISTRATION & HR,401.82,10/23/2019
GRANT LAW LLC,LEGAL COSTS,7420.70,10/31/2019
"WISCO, INC.",MAINTENANCE & REPAIRS,1457.52,11/5/2019
CITY OF CHICAGO DEPT.OF REVENUE-RED LIGHT,GENERAL EXPENSES,300.00,11/15/2019
"MCCORKLE LITIGATION SERVICES, INC",LEGAL COSTS,4097.74,11/20/2019
"WISCO, INC.",MAINTENANCE & REPAIRS,1219.75,12/26/2019
"VERITEXT, LLC",LEGAL COSTS,6339.00,12/24/2019
"PROTANIC, INC.",MAINTENANCE & REPAIRS,6050.00,12/30/2019
"CONSTELLATION NEW ENERGY GAS DIVISION, LLC",UTILITIES EXPENSE,89669.92,1/8/2019
PEOPLES GAS,UTILITIES EXPENSE,150333.90,2/7/2019
GENUINE PARTS COMPANY (NAPA),GENERAL EXPENSES,575.98,2/12/2019
T.L.C. JANITORIAL & MAINTENANCE SERVICES,MAINTENANCE & REPAIRS,1915.00,3/13/2019
CUMMINS INC.,MAINTENANCE & REPAIRS,2462.84,3/27/2019
"THE MCS GROUP, INC.",ADMINISTRATION & HR,409.54,4/17/2019
Dunbar Security Products,GENERAL EXPENSES,1710.00,6/6/2019
"WEST PUBLISHING CORPORATION d/b/a THOMSON WEST, WEST GROUP OR WEST",FINANCIAL & TREAS SVCS,6587.00,5/29/2019
ILA ENGLOF M.D.,ADMINISTRATION & HR,600.00,6/11/2019
ARC IMAGING RESOURCES,MAINTENANCE & REPAIRS,173.88,9/13/2019
"WISCO, INC.",DIRECT PURCHASES,156.61,9/26/2019
CUMMINS INC.,MAINTENANCE & REPAIRS,266.86,9/25/2019
TOMPKINS PRINTING EQUIPMENT CO.,MAINTENANCE & REPAIRS,1046.09,11/13/2019
GENUINE PARTS COMPANY (NAPA),MATERIAL LOAD/ADJ,6566.40,11/21/2019
LORCHEM TECHNOLOGIES INC,MAINTENANCE & REPAIRS,601.07,12/3/2019
REGIONAL TRANSPORTATION AUTHORITY,TECHNOLOGY SERVICES,19141.44,11/27/2019
CITY OF CHICAGO-DEPT OF FLEET AND FACILITY  MGMT,MAINTENANCE & REPAIRS,197803.03,1/24/2019
"ESRI, INC.",MAINTENANCE & REPAIRS,23100.00,1/17/2019
"AMAZON WEB SERVICES, INC.",CONTRACTUAL SERVICES,549.20,2/1/2019
ALLIANT INSURANCE SERVICES (DRIVER ALLIANT),CONTRACTUAL SERVICES,113.00,3/6/2019
"MANSFIELD OIL COMPANY OF GAINESVILLE, INC.",FUEL EXPENSE,14512.44,3/12/2019
ILLINOIS STATE FIRE MARSHALL,GENERAL EXPENSES,825.00,4/2/2019
CORPORATE CONCEPTS INC,MAINTENANCE & REPAIRS,2261.00,4/4/2019
COOK COUNTY SHERIFF DEPARTMENT,LEGAL COSTS,40.00,4/23/2019
"COMET MESSENGER SERVICE, INC.",CONTRACTUAL SERVICES,71.41,5/3/2019
SCHINDLER ELEVATOR CORP.,DIRECT PURCHASES,3760.00,7/30/2019
CUMMINS INC.,MAINTENANCE & REPAIRS,698.71,6/12/2019
"Pest Management Services, Inc.",MAINTENANCE & REPAIRS,5396.85,6/18/2019
LORCHEM TECHNOLOGIES INC,MAINTENANCE & REPAIRS,696.41,8/7/2019
"AUTOMATIC MECHANICAL SERVICES, INC, d/b/a CONTROL ENGINEERING CORP.",MAINTENANCE & REPAIRS,5391.00,8/23/2019
*J.P. SIMONS & COMPANY,DIRECT PURCHASES,845.30,12/24/2019
PEOPLES GAS,UTILITIES EXPENSE,25820.53,11/27/2019
COOK COUNTY SHERIFF DEPARTMENT,LEGAL COSTS,40.00,1/29/2019
*GRISKO LLC (PREVIOUSLY CAROLYN GRISKO & ASSOCIATES),CONSULTING,7201.04,4/16/2019
COOK COUNTY SHERIFF DEPARTMENT,LEGAL COSTS,40.00,6/19/2019
"*ALLPOINTS SECURITY AND DETECTIVE, INC.",PURCHASE OF SECURITY SERVICES,22323.50,9/27/2019
"STANTON MECHANICAL, INC.",MAINTENANCE & REPAIRS,2998.00,10/17/2019
SIEBERT & ASSOCIATES,LEGAL COSTS,406.00,10/16/2019
"STEVE'S EQUIPMENT SERVICE, INC.",MAINTENANCE & REPAIRS,7187.13,12/16/2019
GENUINE PARTS COMPANY (NAPA),CONSULTING,146287.28,2/13/2019
EHC CANADA INC. d/b/a EHC GLOBAL,DIRECT PURCHASES,1945.00,3/26/2019
"BARLOW MECHANICAL SALES, INC.",DIRECT PURCHASES,2470.00,5/9/2019
AMERICAN PUBLIC TRANSPORTATION ASSOCIATION,TRAVEL & MEETING EXPENSE,553.65,4/19/2019
TAFT STETTINIUS & HOLLISTER LLP,CONTRACTUAL SERVICES,7.63,7/10/2019
CALIBER PACKAGING LLC,MAINTENANCE & REPAIRS,60.00,6/26/2019
"MCCORKLE LITIGATION SERVICES, INC",LEGAL COSTS,380.78,8/26/2019
MICHAEL BEST & FRIEDRICH-CHGO,LEGAL COSTS,41862.50,11/1/2019
ROSEMONT PUBLIC WORKS,UTILITIES EXPENSE,13.59,12/24/2019
AMERICAN PUBLIC TRANSPORTATION ASSOCIATION,TRAVEL & MEETING EXPENSE,325.00,3/29/2019
SPRING HILL SUITES,TRAVEL & MEETING EXPENSE,899.56,4/3/2019
COOK COUNTY SHERIFF DEPARTMENT,LEGAL COSTS,40.00,4/9/2019
VILLAGE OF RIVER GROVE,UTILITIES EXPENSE,59.10,5/24/2019
"JONES LANG LaSALLE, INCORPORATED",CONSULTING,10867.44,8/21/2019
G & O THERMAL SUPPLY COMPANY,MAINTENANCE & REPAIRS,69.75,10/2/2019
ASME INTERNATIONAL,GENERAL EXPENSES,158.00,9/17/2019
 CITY OF CHICAGO,LEGAL COSTS,21.00,2/22/2019
TRISTAN & CERVANTES LLC,LEGAL COSTS,1333.00,3/27/2019
