VENDOR NAME,EXPENSE CATEGORY,PAYMENT AMOUNT,PAYMENT DATE
A & F REPORTING INC,I&D Claims (Damage Reserve),63.05,12/7/2018
A&M INVESTMENT MANAGEMENT LLC,Cash Management,1008.91,6/14/2018
A&M INVESTMENT MANAGEMENT LLC,Cash Management,626.77,7/11/2018
A&M INVESTMENT MANAGEMENT LLC,Cash Management,612.98,10/31/2018
A&M INVESTMENT MANAGEMENT LLC,Cash Management,504.78,10/31/2018
A&M INVESTMENT MANAGEMENT LLC,Cash Management,501.94,10/31/2018
A&M INVESTMENT MANAGEMENT LLC,Cash Management,483.23,10/31/2018
A.R.D.C.,Administrative Support,385,12/7/2018
A.R.D.C.,Administrative Support,19085,12/7/2018
AAAED,Administrative Support,375,5/31/2018
AAAED,Administrative Support,400,5/31/2018
ABIGAIL GUALBERTO,I&D Claims (Damage Reserve),75,5/24/2018
ABIGAIL GUALBERTO,I&D Claims (Damage Reserve),75,6/26/2018
ABIGAIL GUALBERTO,I&D Claims (Damage Reserve),75,9/12/2018
ABIGAIL TODD,Real Estate,956.81,11/7/2018
ACCESS ON TIME,I&D Claims (Damage Reserve),178.9,1/9/2018
ACCOUNTING PRINCIPALS INC,Professional / Technical,1377.6,9/28/2018
ACCOUNTING PRINCIPALS INC,Professional / Technical,1102.08,10/5/2018
ACCOUNTING PRINCIPALS INC,Professional / Technical,1377.6,10/12/2018
ACCOUNTING PRINCIPALS INC,Professional / Technical,1377.6,10/19/2018
ACCOUNTING PRINCIPALS INC,Professional / Technical,1377.6,10/26/2018
ACCOUNTING PRINCIPALS INC,Professional / Technical,1102.08,11/2/2018
ACCOUNTING PRINCIPALS INC,Professional / Technical,1377.6,11/8/2018
ACCOUNTING PRINCIPALS INC,Professional / Technical,1377.6,11/16/2018
ACCOUNTING PRINCIPALS INC,Professional / Technical,1377.6,11/23/2018
ACCOUNTING PRINCIPALS INC,Professional / Technical,1377.6,11/30/2018
ACCOUNTING PRINCIPALS INC,Professional / Technical,1377.6,12/7/2018
ACCOUNTING PRINCIPALS INC,Professional / Technical,1102.08,12/14/2018
ACCOUNTING PRINCIPALS INC,Professional / Technical,551.04,12/21/2018
ACCOUNTING PRINCIPALS INC,Professional / Technical,1377.6,12/28/2018
"ACTION K-9 SECURITY, INC.",Security Rail,600797.96,1/24/2018
"ACTION K-9 SECURITY, INC.",Security Rail,331507.78,2/15/2018
"ACTION K-9 SECURITY, INC.",Security Rail,323508.13,3/6/2018
"ACTION K-9 SECURITY, INC.",Security Rail,248555,3/27/2018
"ACTION K-9 SECURITY, INC.",Security Rail,246062.68,4/5/2018
"ACTION K-9 SECURITY, INC.",Security Rail,327509.77,5/3/2018
"ACTION K-9 SECURITY, INC.",Security Rail,170308.35,5/7/2018
"ACTION K-9 SECURITY, INC.",Security Rail,166805.01,5/24/2018
"ACTION K-9 SECURITY, INC.",Security Rail,3619.37,5/30/2018
"ACTION K-9 SECURITY, INC.",Security Rail,164085.59,6/5/2018
"ACTION K-9 SECURITY, INC.",Security Rail,158905.87,6/21/2018
"ACTION K-9 SECURITY, INC.",Security Rail,3689.1,6/28/2018
"ACTION K-9 SECURITY, INC.",Security Rail,170474.81,7/13/2018
"ACTION K-9 SECURITY, INC.",Security Rail,124163.41,8/6/2018
"ACTION K-9 SECURITY, INC.",Security Rail,65433.35,8/14/2018
"ACTION K-9 SECURITY, INC.",Security Rail,182110.3,8/22/2018
"ACTION K-9 SECURITY, INC.",Security Rail,3564,9/25/2018
"ACTION K-9 SECURITY, INC.",Security Rail,561412.23,9/26/2018
"ACTION K-9 SECURITY, INC.",Security Rail,180208.09,9/27/2018
"ACTION K-9 SECURITY, INC.",Security Rail,183772.05,10/29/2018
ADAM BLACK M.D.,I&D Claims (Damage Reserve),450,2/21/2018
ADOBE SYSTEMS INCORPORATED,Training - Students,4799.4,12/13/2018
"ADR SYSTEMS OF AMERICA, LLC",I&D Claims (Damage Reserve),1395,2/23/2018
"ADR SYSTEMS OF AMERICA, LLC",I&D Claims (Damage Reserve),1395,4/4/2018
"ADR SYSTEMS OF AMERICA, LLC",I&D Claims (Damage Reserve),1621,4/10/2018
"ADR SYSTEMS OF AMERICA, LLC",I&D Claims (Damage Reserve),1952,4/10/2018
"ADR SYSTEMS OF AMERICA, LLC",I&D Claims (Damage Reserve),750,5/3/2018
"ADR SYSTEMS OF AMERICA, LLC",I&D Claims (Damage Reserve),1295,7/12/2018
ADR SYSYEMS,I&D Claims (Damage Reserve),1031.25,8/31/2018
ADULT AND PEDIATRIC ORTHODICS S.C.,I&D Claims (Damage Reserve),750,3/2/2018
ADVANCED FOOT & ANKLE CENTERS OF ILLINOIS,I&D Claims (Damage Reserve),750,3/6/2018
ADVANCED PHYSICAL MEDICINE,I&D Claims (Damage Reserve),400,2/20/2018
ADVANCED SPINE AND PAIN SPECIALISTS,I&D Claims (Damage Reserve),500,6/26/2018
ADVANCED SPINE AND PAIN SPECIALISTS,I&D Claims (Damage Reserve),500,9/25/2018
ADVANCED SPINE AND PAIN SPECIALISTS,I&D Claims (Damage Reserve),250,11/13/2018
"ADVANTAGE SIGN SUPPLY, INC.",Administrative Support,29204.07,4/17/2018
"ADVANTAGE SIGN SUPPLY, INC.",Maintenance of Buildings,1215,4/17/2018
ADVOCATE COURT REPORTERS LLC,I&D Claims (Damage Reserve),127.7,12/7/2018
ADVOCATE MEDICAL GROUP.,I&D Claims (Damage Reserve),700,4/27/2018
AFFILIATED PODIATRISTS LTD,I&D Claims (Damage Reserve),750,4/18/2018
AGAE / PRO FENCE JOINT VENTURE,Maintenance of Buildings,5793.6,1/23/2018
AGAE / PRO FENCE JOINT VENTURE,Maintenance of Buildings,33045.8,1/24/2018
AGAE / PRO FENCE JOINT VENTURE,Maintenance of Buildings,26264.6,1/26/2018
AGAE / PRO FENCE JOINT VENTURE,Maintenance of Buildings,31614.65,1/30/2018
AGAE / PRO FENCE JOINT VENTURE,Maintenance of Buildings,4260,2/13/2018
AGAE / PRO FENCE JOINT VENTURE,Maintenance of Buildings,9398,2/15/2018
AGAE / PRO FENCE JOINT VENTURE,Maintenance of Buildings,881.5,2/21/2018
AGAE / PRO FENCE JOINT VENTURE,Maintenance of Buildings,20067.2,4/4/2018
AGAE / PRO FENCE JOINT VENTURE,Maintenance of Buildings,778,4/5/2018
AGAE / PRO FENCE JOINT VENTURE,Maintenance of Buildings,13685.4,4/13/2018
AGAE / PRO FENCE JOINT VENTURE,Maintenance of Buildings,3761.5,4/24/2018
AGAE / PRO FENCE JOINT VENTURE,Maintenance of Buildings,2140.5,5/8/2018
AGAE / PRO FENCE JOINT VENTURE,Maintenance of Buildings,8214.7,5/9/2018
AGAE / PRO FENCE JOINT VENTURE,Maintenance of Buildings,4923,5/10/2018
AGAE / PRO FENCE JOINT VENTURE,Maintenance of Buildings,44367.35,5/15/2018
AGAE / PRO FENCE JOINT VENTURE,Maintenance of Buildings,4972.75,6/1/2018
AGAE / PRO FENCE JOINT VENTURE,Maintenance of Buildings,5097.58,6/13/2018
AGAE / PRO FENCE JOINT VENTURE,Maintenance of Buildings,20166.1,6/19/2018
AGAE / PRO FENCE JOINT VENTURE,Maintenance of Buildings,3468,6/26/2018
AGAE / PRO FENCE JOINT VENTURE,Maintenance of Buildings,3218.1,7/10/2018
AGAE / PRO FENCE JOINT VENTURE,Maintenance of Buildings,2502.6,8/30/2018
AGAE / PRO FENCE JOINT VENTURE,Maintenance of Buildings,55236.78,9/7/2018
AGAE / PRO FENCE JOINT VENTURE,Maintenance of Buildings,4552.5,9/11/2018
AGAE / PRO FENCE JOINT VENTURE,Maintenance of Buildings,15917.25,9/13/2018
AGAE / PRO FENCE JOINT VENTURE,Maintenance of Buildings,1320,9/14/2018
AGAE / PRO FENCE JOINT VENTURE,Maintenance of Buildings,778,10/23/2018
AGAE / PRO FENCE JOINT VENTURE,Maintenance of Buildings,1272,11/1/2018
AGAE / PRO FENCE JOINT VENTURE,Maintenance of Buildings,40677.6,11/6/2018
AGAE / PRO FENCE JOINT VENTURE,Maintenance of Buildings,160970.95,11/8/2018
AGAE / PRO FENCE JOINT VENTURE,Maintenance of Buildings,2124.3,11/9/2018
AHEAD OF OUR TIME PUBLISHING INC,Administrative Support,500,6/29/2018
AICPA,Training,200.81,6/27/2018
AICPA,Administrative Support,275,7/20/2018
AICPA,Dues & Memberships,275,7/24/2018
AICPA,Professional / Technical,275,7/26/2018
ALDRIDGE ELECTRIC INC,Contract Construction,783418.39,2/8/2018
ALDRIDGE ELECTRIC INC,Contract Construction,79886.78,7/5/2018
ALDRIDGE ELECTRIC INC,Contract Construction,37732.08,7/5/2018
ALDRIDGE ELECTRIC INC,Contract Construction,5019.24,7/18/2018
ALDRIDGE ELECTRIC INC,Contract Construction,188231.79,7/19/2018
ALDRIDGE ELECTRIC INC,Contract Construction,586513.03,7/26/2018
ALDRIDGE ELECTRIC INC,Contract Construction,557703.61,7/27/2018
ALDRIDGE ELECTRIC INC,Contract Construction,280506.81,7/31/2018
ALDRIDGE ELECTRIC INC,Contract Construction,77262.79,8/1/2018
ALDRIDGE ELECTRIC INC,Contract Construction,337725.89,8/2/2018
ALDRIDGE ELECTRIC INC,Contract Construction,1202210.02,8/3/2018
ALDRIDGE ELECTRIC INC,Contract Construction,289353.82,8/7/2018
ALDRIDGE ELECTRIC INC,Contract Construction,126272.28,8/8/2018
ALDRIDGE ELECTRIC INC,Contract Construction,87945.94,8/9/2018
ALDRIDGE ELECTRIC INC,Contract Construction,88556.78,8/14/2018
ALDRIDGE ELECTRIC INC,Contract Construction,44390.23,8/15/2018
ALDRIDGE ELECTRIC INC,Contract Construction,5592.65,8/16/2018
ALDRIDGE ELECTRIC INC,Contract Construction,6454.1,8/17/2018
"ALDRIDGE-MASS, A JOINT VENTURE",Contract Construction,112896.73,7/18/2018
"ALDRIDGE-MASS, A JOINT VENTURE",Contract Construction,781436.24,7/19/2018
"ALDRIDGE-MASS, A JOINT VENTURE",Contract Construction,1764560.04,7/26/2018
"ALDRIDGE-MASS, A JOINT VENTURE",Contract Construction,1601055.05,7/27/2018
"ALDRIDGE-MASS, A JOINT VENTURE",Contract Construction,1919296.23,7/31/2018
"ALDRIDGE-MASS, A JOINT VENTURE",Contract Construction,1378759.3,8/1/2018
"ALDRIDGE-MASS, A JOINT VENTURE",Contract Construction,1041318.33,8/2/2018
"ALDRIDGE-MASS, A JOINT VENTURE",Contract Construction,1171479.54,8/3/2018
"ALDRIDGE-MASS, A JOINT VENTURE",Contract Construction,384435.37,8/7/2018
"ALEKSANDR GOLDVEKHT, M.D",I&D Claims (Damage Reserve),600,9/14/2018
ALEX ORTHOPEDICS,I&D Claims (Damage Reserve),750,3/6/2018
ALEX ORTHOPEDICS,I&D Claims (Damage Reserve),750,4/10/2018
ALEXANDER WILLIAMS,Reimb for lost tools/badges,50,6/20/2018
ALFRED BENESCH & COMPANY,Consulting Services,5238.48,10/30/2018
"ALLIANCE PRINTERS & PUBLISHERS, INC. d/b/a POLISH DAILY NEWS",Administrative Support,350,1/16/2018
"ALLIANCE PRINTERS & PUBLISHERS, INC. d/b/a POLISH DAILY NEWS",Administrative Support,80,11/28/2018
"ALLIED WASTE TRANSPORTATION, INC. d/b/a REPUBLIC SERVICES OF CHICAGO",Facilities Cleaning,66308.38,1/2/2018
"ALLIED WASTE TRANSPORTATION, INC. d/b/a REPUBLIC SERVICES OF CHICAGO",Facilities Cleaning,83606.71,1/29/2018
"ALLIED WASTE TRANSPORTATION, INC. d/b/a REPUBLIC SERVICES OF CHICAGO",Facilities Cleaning,74104.97,3/6/2018
"ALLIED WASTE TRANSPORTATION, INC. d/b/a REPUBLIC SERVICES OF CHICAGO",Facilities Cleaning,62247.1,3/28/2018
"ALLIED WASTE TRANSPORTATION, INC. d/b/a REPUBLIC SERVICES OF CHICAGO",Facilities Cleaning,483.6,4/24/2018
"ALLIED WASTE TRANSPORTATION, INC. d/b/a REPUBLIC SERVICES OF CHICAGO",Facilities Cleaning,72274.08,4/27/2018
"ALLIED WASTE TRANSPORTATION, INC. d/b/a REPUBLIC SERVICES OF CHICAGO",Facilities Cleaning,66895.63,5/29/2018
"ALLIED WASTE TRANSPORTATION, INC. d/b/a REPUBLIC SERVICES OF CHICAGO",Facilities Cleaning,69522.05,6/28/2018
"ALLIED WASTE TRANSPORTATION, INC. d/b/a REPUBLIC SERVICES OF CHICAGO",Facilities Cleaning,69796.27,7/27/2018
"ALLIED WASTE TRANSPORTATION, INC. d/b/a REPUBLIC SERVICES OF CHICAGO",Facilities Cleaning,69477.59,9/10/2018
"ALLIED WASTE TRANSPORTATION, INC. d/b/a REPUBLIC SERVICES OF CHICAGO",Facilities Cleaning,73387.73,10/2/2018
"ALLIED WASTE TRANSPORTATION, INC. d/b/a REPUBLIC SERVICES OF CHICAGO",Facilities Cleaning,64772.28,10/29/2018
"ALLIED WASTE TRANSPORTATION, INC. d/b/a REPUBLIC SERVICES OF CHICAGO",Facilities Cleaning,74013.33,11/29/2018
ALLISON ZILLMER,Real Estate,1295,1/26/2018
"ALLSTATE SAWS & MACHINING, LLC",General Shop/Gar/Term Repairs & Svcs,1500.5,1/4/2018
"ALLSTATE SAWS & MACHINING, LLC",Maintenance of Buildings,1039,1/11/2018
"ALLSTATE SAWS & MACHINING, LLC",General Shop/Gar/Term Repairs & Svcs,853,2/15/2018
"ALLSTATE SAWS & MACHINING, LLC",Maintenance of Buildings,1433.02,3/7/2018
"ALLSTATE SAWS & MACHINING, LLC",Maintenance of Buildings,392.21,3/22/2018
"ALLSTATE SAWS & MACHINING, LLC",Maintenance of Buildings,542.36,3/27/2018
"ALLSTATE SAWS & MACHINING, LLC",Maintenance of Buildings,409.95,5/3/2018
"ALLSTATE SAWS & MACHINING, LLC",Maintenance of Buildings,1805.7,8/2/2018
"ALLSTATE SAWS & MACHINING, LLC",Maintenance of Structures,1954,8/15/2018
ALOFT NASHVILLE WEST END,Administrative Support,793.7,7/20/2018
ALOFT NASHVILLE WEST END,Administrative Support,793.7,8/14/2018
"ALPINA MANUFACTURING, LLC",Administrative Support,1403.6,11/14/2018
"ALPINA MANUFACTURING, LLC",Administrative Support,10251.25,11/28/2018
"ALSTOM SIGNALING, INC.",Maintainance of Signal & Control Equipment,4975,2/27/2018
"ALSTOM SIGNALING, INC.",Maintainance of Signal & Control Equipment,6350,3/27/2018
"ALSTOM SIGNALING, INC.",Maintainance of Signal & Control Equipment,772,4/12/2018
"ALSTOM SIGNALING, INC.",Equipment Purchases,678000,4/16/2018
"ALSTOM SIGNALING, INC.",Maintainance of Signal & Control Equipment,4042.5,6/14/2018
"ALSTOM SIGNALING, INC.",Maintainance of Signal & Control Equipment,900,6/21/2018
"ALSTOM SIGNALING, INC.",Contract Construction,128483,8/9/2018
"ALSTOM SIGNALING, INC.",Contract Construction,8541.6,8/14/2018
"ALSTOM SIGNALING, INC.",Contract Construction,18683.35,8/15/2018
"ALSTOM SIGNALING, INC.",Contract Construction,28816.68,8/16/2018
"ALSTOM SIGNALING, INC.",Contract Construction,30986.28,8/17/2018
"ALSTOM SIGNALING, INC.",Contract Construction,20017.55,8/22/2018
"ALSTOM SIGNALING, INC.",Maintainance of Signal & Control Equipment,1140,8/22/2018
AMALGAMATED BANK OF CHICAGO,Cash Management,524.03,1/9/2018
AMALGAMATED BANK OF CHICAGO,Cash Management,654.67,2/2/2018
AMALGAMATED BANK OF CHICAGO,Cash Management,8865.24,3/1/2018
AMALGAMATED BANK OF CHICAGO,Cash Management,767.86,3/20/2018
AMALGAMATED BANK OF CHICAGO,Cash Management,642.18,3/27/2018
AMALGAMATED BANK OF CHICAGO,Cash Management,673.19,5/2/2018
AMALGAMATED BANK OF CHICAGO,Cash Management,6984.35,5/17/2018
AMALGAMATED BANK OF CHICAGO,Cash Management,604.92,6/1/2018
AMALGAMATED BANK OF CHICAGO,Cash Management,673.38,7/10/2018
AMALGAMATED BANK OF CHICAGO,Cash Management,598.97,8/7/2018
AMALGAMATED BANK OF CHICAGO,Cash Management,448.62,9/7/2018
AMALGAMATED BANK OF CHICAGO,Cash Management,710.54,10/2/2018
AMALGAMATED BANK OF CHICAGO,Cash Management,669.42,11/7/2018
AMALGAMATED BANK OF CHICAGO,Cash Management,188.61,12/11/2018
AMALGAMATED BANK OF CHICAGO.,Cash Management,10000,4/18/2018
AMALGAMATED BANK OF CHICAGO.,Cash Management,10000,5/17/2018
AMALGAMATED BANK OF CHICAGO.,Cash Management,367.5,8/16/2018
AMALGAMATED BANK OF CHICAGO.,Cash Management,17374.35,8/17/2018
AMALGAMATED BANK OF CHICAGO.,Cash Management,5000,9/11/2018
AMALGAMATED BANK OF CHICAGO.,Cash Management,5000,9/13/2018
AMALGAMATED BANK OF CHICAGO.,Cash Management,2500,10/16/2018
AMALGAMATED BANK OF CHICAGO.,Cash Management,10337.5,11/20/2018
AMALGAMATED BANK OF CHICAGO.,Cash Management,6585.1,11/21/2018
AMANDA M AGOSTI,Administrative Support,750,11/1/2018
AMAXX LLC,Administrative Support,309,10/5/2018
"AMAZON WEB SERVICES, INC.",Professional / Technical,896.33,1/9/2018
"AMAZON WEB SERVICES, INC.",Professional / Technical,16815,1/10/2018
"AMAZON WEB SERVICES, INC.",Professional / Technical,1755.3,2/1/2018
"AMAZON WEB SERVICES, INC.",Professional / Technical,299.38,3/28/2018
"AMAZON WEB SERVICES, INC.",Professional / Technical,409.22,3/30/2018
"AMAZON WEB SERVICES, INC.",Professional / Technical,459.82,5/3/2018
"AMAZON WEB SERVICES, INC.",Professional / Technical,476.23,7/5/2018
"AMAZON WEB SERVICES, INC.",Professional / Technical,598.05,7/25/2018
"AMAZON WEB SERVICES, INC.",Professional / Technical,529.87,8/6/2018
"AMAZON WEB SERVICES, INC.",Professional / Technical,467.72,8/30/2018
"AMAZON WEB SERVICES, INC.",Professional / Technical,459.9,10/16/2018
"AMAZON WEB SERVICES, INC.",Professional / Technical,456.47,11/1/2018
"AMAZON WEB SERVICES, INC.",Professional / Technical,550.18,11/30/2018
AMBRELL CORPORATION,Equipment Purchases,112050,3/29/2018
AMBRELL CORPORATION,Equipment Purchases,12450,4/16/2018
"AMERESCO, INC.",Professional / Technical,14730,1/2/2018
"AMERESCO, INC.",Professional / Technical,14730,2/1/2018
"AMERESCO, INC.",Professional / Technical,15006.65,2/9/2018
"AMERESCO, INC.",Professional / Technical,14730,3/1/2018
"AMERESCO, INC.",Professional / Technical,14730,3/29/2018
"AMERESCO, INC.",Professional / Technical,14730,5/3/2018
"AMERESCO, INC.",Professional / Technical,14730,5/31/2018
"AMERESCO, INC.",Professional / Technical,14730,7/3/2018
"AMERESCO, INC.",Professional / Technical,14730,8/1/2018
"AMERESCO, INC.",Professional / Technical,14730,8/30/2018
"AMERESCO, INC.",Professional / Technical,14730,10/4/2018
"AMERESCO, INC.",Professional / Technical,14730,10/31/2018
"AMERESCO, INC.",Professional / Technical,14730,11/29/2018
"AMERESCO, INC.",Professional / Technical,14730,12/31/2018
"AMERICAN BUILDING SERVICES, LLC (M-D BUILDING MATERIALS)",Maintenance of Buildings,8157.6,2/1/2018
"AMERICAN BUILDING SERVICES, LLC (M-D BUILDING MATERIALS)",Maintenance of Buildings,683.55,2/5/2018
"AMERICAN BUILDING SERVICES, LLC (M-D BUILDING MATERIALS)",Maintenance of Buildings,6889.95,2/14/2018
"AMERICAN BUILDING SERVICES, LLC (M-D BUILDING MATERIALS)",Maintenance of Buildings,3524.79,2/20/2018
"AMERICAN BUILDING SERVICES, LLC (M-D BUILDING MATERIALS)",Maintenance of Buildings,665.06,3/7/2018
"AMERICAN BUILDING SERVICES, LLC (M-D BUILDING MATERIALS)",Maintenance of Buildings,4143.36,4/25/2018
"AMERICAN BUILDING SERVICES, LLC (M-D BUILDING MATERIALS)",Maintenance of Buildings,7221.85,5/3/2018
"AMERICAN BUILDING SERVICES, LLC (M-D BUILDING MATERIALS)",Maintenance of Buildings,3484,5/10/2018
"AMERICAN BUILDING SERVICES, LLC (M-D BUILDING MATERIALS)",Maintenance of Buildings,1000.16,6/12/2018
"AMERICAN BUILDING SERVICES, LLC (M-D BUILDING MATERIALS)",Maintenance of Buildings,669.25,6/14/2018
"AMERICAN BUILDING SERVICES, LLC (M-D BUILDING MATERIALS)",Maintenance of Buildings,6602.96,6/28/2018
"AMERICAN BUILDING SERVICES, LLC (M-D BUILDING MATERIALS)",Maintenance of Buildings,1665.57,7/5/2018
"AMERICAN BUILDING SERVICES, LLC (M-D BUILDING MATERIALS)",Maintenance of Buildings,1177.7,7/16/2018
"AMERICAN BUILDING SERVICES, LLC (M-D BUILDING MATERIALS)",Maintenance of Buildings,8266.4,8/2/2018
"AMERICAN BUILDING SERVICES, LLC (M-D BUILDING MATERIALS)",Maintenance of Buildings,622.96,8/14/2018
"AMERICAN BUILDING SERVICES, LLC (M-D BUILDING MATERIALS)",Maintenance of Buildings,911.18,8/30/2018
"AMERICAN BUILDING SERVICES, LLC (M-D BUILDING MATERIALS)",Maintenance of Buildings,829.05,9/18/2018
"AMERICAN BUILDING SERVICES, LLC (M-D BUILDING MATERIALS)",Maintenance of Buildings,798.72,9/19/2018
"AMERICAN BUILDING SERVICES, LLC (M-D BUILDING MATERIALS)",Maintenance of Buildings,17378.48,10/9/2018
"AMERICAN BUILDING SERVICES, LLC (M-D BUILDING MATERIALS)",Maintenance of Buildings,814.28,10/18/2018
"AMERICAN BUILDING SERVICES, LLC (M-D BUILDING MATERIALS)",Maintenance of Buildings,5170.66,11/19/2018
"AMERICAN BUILDING SERVICES, LLC (M-D BUILDING MATERIALS)",Maintenance of Buildings,2173.12,12/5/2018
AMERICAN CALIBRATION INC.,Maintenance of Equipment,728.45,6/8/2018
AMERICAN CALIBRATION INC.,Maintenance of Equipment,8673,9/18/2018
AMERICAN CONCRETE INSTITUTE,Engineering,249,6/14/2018
AMERICAN CONCRETE INSTITUTE,Engineering,235,6/29/2018
AMERICAN DOOR AND DOCK  d/b/a,Maintenance of Equipment,496.1,11/23/2018
AMERICAN INSTITUTE OF STEEL CONSTRUCTION LLC,Engineering,225,6/14/2018
AMERICAN INSTITUTE OF STEEL CONSTRUCTION LLC,Engineering,656.67,11/1/2018
AMERICAN INSURANCE SERVICES GROUP,I&D Claims (Damage Reserve),323,1/25/2018
AMERICAN INSURANCE SERVICES GROUP,I&D Claims (Damage Reserve),1432.5,2/6/2018
AMERICAN INSURANCE SERVICES GROUP,Administrative Support,205.8,3/16/2018
AMERICAN INSURANCE SERVICES GROUP,Administrative Support,254.8,4/5/2018
AMERICAN INSURANCE SERVICES GROUP,Administrative Support,352.8,4/26/2018
AMERICAN INSURANCE SERVICES GROUP,Administrative Support,392,5/25/2018
AMERICAN INSURANCE SERVICES GROUP,Administrative Support,431.2,6/28/2018
AMERICAN INSURANCE SERVICES GROUP,Administrative Support,274.4,8/7/2018
AMERICAN INSURANCE SERVICES GROUP,Administrative Support,431.2,8/28/2018
AMERICAN INSURANCE SERVICES GROUP,Administrative Support,264.6,10/2/2018
AMERICAN INSURANCE SERVICES GROUP,Administrative Support,284.2,10/26/2018
AMERICAN INSURANCE SERVICES GROUP,Administrative Support,323.4,12/18/2018
AMERICAN MEDICAL ASSOCIATION,Administrative Support,81.87,12/4/2018
AMERICAN PUBLIC TRANSPORTATION ASSOCIATION,Administrative Support,300,3/2/2018
AMERICAN PUBLIC TRANSPORTATION ASSOCIATION,Administrative Support,975,3/16/2018
AMERICAN PUBLIC TRANSPORTATION ASSOCIATION,BUS/RAIL ROADEO,4730,3/16/2018
AMERICAN PUBLIC TRANSPORTATION ASSOCIATION,FARE CARD SOFTWARE CHG,825,4/5/2018
AMERICAN PUBLIC TRANSPORTATION ASSOCIATION,FARE CARD SOFTWARE CHG,2610,4/10/2018
AMERICAN PUBLIC TRANSPORTATION ASSOCIATION,BUS/RAIL ROADEO,825,4/18/2018
AMERICAN PUBLIC TRANSPORTATION ASSOCIATION,BUS/RAIL ROADEO,3515,4/18/2018
AMERICAN PUBLIC TRANSPORTATION ASSOCIATION,Training - Students,3500,5/23/2018
AMERICAN PUBLIC TRANSPORTATION ASSOCIATION,FARE CARD SOFTWARE CHG,875,5/24/2018
AMERICAN PUBLIC TRANSPORTATION ASSOCIATION,FARE CARD SOFTWARE CHG,280,5/24/2018
AMERICAN PUBLIC TRANSPORTATION ASSOCIATION,Administrative Support,875,6/1/2018
AMERICAN PUBLIC TRANSPORTATION ASSOCIATION,Open Fare,325,6/25/2018
AMERICAN PUBLIC TRANSPORTATION ASSOCIATION,Training - Students,875,7/6/2018
AMERICAN PUBLIC TRANSPORTATION ASSOCIATION,Administrative Support,875,7/17/2018
AMERICAN PUBLIC TRANSPORTATION ASSOCIATION,Administrative Support,875,8/22/2018
AMERICAN PUBLIC TRANSPORTATION ASSOCIATION,Administrative Support,925,9/7/2018
AMERICAN PUBLIC TRANSPORTATION ASSOCIATION,Administrative Support,6000,9/11/2018
AMERICAN RAILWAY ENGINEERING AND MAINTENANCE OF WAY ASSOCIATION,Engineering,11500,1/16/2018
AMERICAN RAILWAY ENGINEERING AND MAINTENANCE OF WAY ASSOCIATION,Engineering,183,7/24/2018
AMERICAN RAILWAY ENGINEERING AND MAINTENANCE OF WAY ASSOCIATION,Engineering,795,8/9/2018
AMERICAN RAILWAY ENGINEERING AND MAINTENANCE OF WAY ASSOCIATION,Engineering,995,8/9/2018
AMERICAN RAILWAY ENGINEERING AND MAINTENANCE OF WAY ASSOCIATION,Engineering,795,8/9/2018
AMERICAN RAILWAY ENGINEERING AND MAINTENANCE OF WAY ASSOCIATION,Engineering,995,8/9/2018
AMERICAN RAILWAY ENGINEERING AND MAINTENANCE OF WAY ASSOCIATION,Engineering,995,8/9/2018
AMERICAN RAILWAY ENGINEERING AND MAINTENANCE OF WAY ASSOCIATION,Engineering,995,8/9/2018
AMERICAN RAILWAY ENGINEERING AND MAINTENANCE OF WAY ASSOCIATION,Maintenance of Track & Roadway,995,8/9/2018
AMERICAN RAILWAY ENGINEERING AND MAINTENANCE OF WAY ASSOCIATION,Management,995,8/9/2018
AMERICAN RAILWAY ENGINEERING AND MAINTENANCE OF WAY ASSOCIATION,Management,995,8/9/2018
AMERICAN RAILWAY ENGINEERING AND MAINTENANCE OF WAY ASSOCIATION,Engineering,5750,10/24/2018
AMERICAN ROOFING & REPAIR CO.,Contract Construction,7492.14,8/1/2018
AMERICAN SOCIETY OF CIVIL ENG.,Engineering,107.95,11/23/2018
AMERICAN SOCIETY OF SAFETY ENG.,Management,185,4/17/2018
AMERICAN TOWERS LLC,"Facilities Operating Expenses (Rent,Utilities,etc)",4235.25,2/2/2018
AMERICAN TOWERS LLC,"Facilities Operating Expenses (Rent,Utilities,etc)",4235.25,2/23/2018
AMERICAN TOWERS LLC,"Facilities Operating Expenses (Rent,Utilities,etc)",4235.25,3/27/2018
AMERICAN TOWERS LLC,"Facilities Operating Expenses (Rent,Utilities,etc)",4235.25,4/17/2018
AMERICAN TOWERS LLC,"Facilities Operating Expenses (Rent,Utilities,etc)",8347.14,5/15/2018
AMERICAN TOWERS LLC,"Facilities Operating Expenses (Rent,Utilities,etc)",4235.25,7/3/2018
AMERICAN TOWERS LLC,"Facilities Operating Expenses (Rent,Utilities,etc)",4111.89,7/5/2018
AMERICAN TOWERS LLC,"Facilities Operating Expenses (Rent,Utilities,etc)",4235.25,7/25/2018
AMERICAN TOWERS LLC,"Facilities Operating Expenses (Rent,Utilities,etc)",4235.25,7/25/2018
AMERICAN TOWERS LLC,"Facilities Operating Expenses (Rent,Utilities,etc)",4235.25,8/23/2018
AMERICAN TOWERS LLC,"Facilities Operating Expenses (Rent,Utilities,etc)",4235.25,8/23/2018
