VENDOR NAME,EXPENSE CATEGORY,PAYMENT AMOUNT,PAYMENT DATE
TOMPKINS PRINTING EQUIPMENT CO.,MAINTENANCE & REPAIRS,1046.09,9/16/2020
GENUINE PARTS COMPANY (NAPA),CONTRACTUAL SERVICES,93.45,6/15/2020
FOX VALLEY FIRE & SAFETY COMPANY,MAINTENANCE & REPAIRS,28940.00,12/2/2020
TOMPKINS PRINTING EQUIPMENT CO.,MAINTENANCE & REPAIRS,2092.18,6/17/2020
CITY OF CHICAGO DEPT.OF REVENUE-RED LIGHT,GENERAL EXPENSES,610.00,1/2/2020
SDI PRESENCE LLC,TECHNOLOGY SERVICES,292775.00,4/27/2020
ERIN BUENGER,ADMINISTRATION & HR,320.00,1/7/2020
AMERICAN PUBLIC TRANSPORTATION ASSOCIATION,TRAVEL & MEETING EXPENSE,2500.00,2/18/2020
"MANSFIELD OIL COMPANY OF GAINESVILLE, INC.",FUEL EXPENSE,110398.44,11/2/2020
"JONES LANG LaSALLE, INCORPORATED",MAINTENANCE & REPAIRS,332346.73,7/1/2020
METROPOLITAN WATER RECLAMATION.,EQUIPMENT RENTAL,30400.00,6/25/2020
JOHNSON CONTROLS FIRE PROTECTION LP,MAINTENANCE & REPAIRS,175.75,4/27/2020
JOHNSON PIPE & SUPPLY CO.,DIRECT PURCHASES,567.48,2/19/2020
DEPAUL UNIVERSITY,GENERAL EXPENSES,28296.00,11/19/2020
JOHNSON PIPE & SUPPLY CO.,DIRECT PURCHASES,7394.10,11/11/2020
"ALPINA MANUFACTURING, LLC",DIRECT PURCHASES,5609.90,6/11/2020
"National Tek Services, Inc",TECHNOLOGY SERVICES,126.00,11/19/2020
CORPORATE CONCEPTS INC,GENERAL EXPENSES,975.00,12/24/2020
*MOBILE HEALTH & TESTING SERVICES,ADMINISTRATION & HR,28300.00,5/21/2020
*VIVA USA INC,CONTRACTUAL SERVICES,6848.56,1/27/2020
CUMMINS INC.,MAINTENANCE & REPAIRS,702.42,11/11/2020
89TH ST PROPERTIES LLC,FACILITY RENTAL,27968.92,5/7/2020
IDES,LEGAL COSTS,28834.00,1/10/2020
"OER SERVICES, LLC",EQUIPMENT RENTAL,17164.00,9/9/2020
"RADICOM, INC.",MAINTENANCE & REPAIRS,8450.00,7/6/2020
COMTO NATIONAL HEADQUARTERS,GENERAL EXPENSES,5100.00,2/13/2020
TOMPKINS PRINTING EQUIPMENT CO.,MAINTENANCE & REPAIRS,166.10,9/23/2020
"TEXTMARKS, INC.",CONTRACTUAL SERVICES,15502.37,10/8/2020
"BARLOW MECHANICAL SALES, INC.",DIRECT PURCHASES,2685.25,2/27/2020
"JONES LANG LaSALLE, INCORPORATED",CONSULTING,7489.63,2/3/2020
TerraCycle Regulated Waste,MAINTENANCE & REPAIRS,100.00,8/6/2020
PAMELA DOCKSTADER ORTIZ PSY D,ADMINISTRATION & HR,125.00,11/25/2020
ENTERPRISE FLEET SERVICES,EQUIPMENT RENTAL,172849.43,12/2/2020
"MCCORKLE LITIGATION SERVICES, INC",LEGAL COSTS,111.36,1/6/2020
"22ND CENTURY TECHNOLOGIES, INC.",CONTRACTUAL SERVICES,4824.00,1/17/2020
ORTHOPAEDIC AND REHABILITATION CENTERS,ADMINISTRATION & HR,500.00,2/21/2020
JACKSON LEWIS PC,LEGAL COSTS,1680.00,11/16/2020
SCHINDLER ELEVATOR CORP.,DIRECT PURCHASES,1069.00,3/3/2020
"OER SERVICES, LLC",EQUIPMENT RENTAL,952.00,5/27/2020
SPECTRIO,CONTRACTUAL SERVICES,629.40,12/31/2020
"*ABC HUMANE WILDLIFE CONTROL & PREVENTION, INC.",MAINTENANCE & REPAIRS,141.50,1/22/2020
ALEX ORTHOPAEDICS,ADMINISTRATION & HR,750.00,1/28/2020
AGAE / PRO FENCE JOINT VENTURE,MAINTENANCE & REPAIRS,18632.25,1/14/2020
*GRISKO LLC (PREVIOUSLY CAROLYN GRISKO & ASSOCIATES),CONSULTING,7289.48,1/21/2020
VILLAGE OF OAK PARK -1,PURCHASE OF SECURITY SERVICES,11897.27,7/13/2020
"BUCHANAN REPORTING, INC",LEGAL COSTS,155.40,2/26/2020
JOHNSON PIPE & SUPPLY CO.,DIRECT PURCHASES,168.64,4/29/2020
"INTERSTATE POWER SYSTEMS, INC.",MAINTENANCE & REPAIRS,367.65,8/3/2020
RUSSELL R. ROGERS,CONTRACTUAL SERVICES,11250.00,4/29/2020
"J2 CLOUD SERVICES, LLC.",CONTRACTUAL SERVICES,234.70,7/30/2020
ILLINOIS TOLLWAY,GENERAL EXPENSES,6.14,9/10/2020
NORTHERN ILLINOIS GAS,UTILITIES EXPENSE,1008.44,8/13/2020
AMALGAMATED BANK OF CHICAGO,FINANCIAL & TREAS SVCS,473.47,7/2/2020
"MCCORKLE LITIGATION SERVICES, INC",LEGAL COSTS,1335.70,7/22/2020
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,23734.42,11/16/2020
"JONES ENVIRONMENTAL CONTROL, INC.",MAINTENANCE & REPAIRS,6045.00,7/15/2020
CUMMINS INC.,MAINTENANCE & REPAIRS,3765.61,8/31/2020
BURKE BURNS & PINELLI LTD.,LEGAL COSTS,1504.50,12/3/2020
"WEST PUBLISHING CORPORATION d/b/a THOMSON WEST, WEST GROUP OR WEST",GENERAL EXPENSES,6646.60,10/29/2020
"ANCHOR MECHANICAL, INC.",MAINTENANCE & REPAIRS,60357.00,1/28/2020
"SAFETY KLEEN SYSTEMS, INC.",MAINTENANCE & REPAIRS,6018.71,6/3/2020
CINTAS CORPORATION,DIRECT PURCHASES,1459.12,1/24/2020
"AMERICAN BUILDING SERVICES, LLC (M-D BUILDING MATERIALS)",DIRECT PURCHASES,2221.17,11/23/2020
AT & T CORP,MAINTENANCE & REPAIRS,68500.00,1/9/2020
"*ANCHOR STAFFING, INC.",GENERAL EXPENSES,3483.20,4/8/2020
"*MULTILINGUAL CONNECTIONS, LLC",CONTRACTUAL SERVICES,692.00,12/2/2020
"Alstom Signaling Inc., d/b/a Alstom Signaling Operation, LLC.",DIRECT PURCHASES,17550.00,1/24/2020
"*ABC HUMANE WILDLIFE CONTROL & PREVENTION, INC.",MAINTENANCE & REPAIRS,724.00,3/3/2020
"INTERSTATE POWER SYSTEMS, INC.",MAINTENANCE & REPAIRS,2353.53,5/20/2020
"*ANCHOR STAFFING, INC.",CONTRACTUAL SERVICES,793.07,1/3/2020
TOMPKINS PRINTING EQUIPMENT CO.,MAINTENANCE & REPAIRS,450.00,6/24/2020
CINTAS CORPORATION,CONTRACTUAL SERVICES,29915.00,11/30/2020
"AMERESCO, INC.",CONSULTING,14730.00,11/30/2020
"GREENLINE ENVIRONMENTAL SOLUTIONS, LLC",MAINTENANCE & REPAIRS,13641.00,1/29/2020
"MACHINE TOOLS WEST, INC.",ADVERTISING & PROMOTION,8244.68,12/10/2020
"*ALVAREZ, INC.",CONTRACTUAL SERVICES,48416.70,10/22/2020
SAFETY VISION LLC,FINANCIAL & TREAS SVCS,28564.25,3/2/2020
"PROMPT ELECTRIC, INC.",MAINTENANCE & REPAIRS,3597.04,12/9/2020
GENUINE PARTS COMPANY (NAPA),CONTRACTUAL SERVICES,102.33,3/2/2020
"OCCUPATIONAL HEALTH CENTERS OF THE SOUTHWEST, PA. d/b/a CONCENTRA MEDICAL CENTERS",ADMINISTRATION & HR,44641.00,2/14/2020
"PREMIER STAFFING SOURCE, INC.",CONTRACTUAL SERVICES,7797.60,10/14/2020
CLAREMONT LLC,ADMINISTRATION & HR,2771.00,12/24/2020
"*MOTR GRAFX, LLC",ADVERTISING & PROMOTION,525.00,12/31/2020
LESTER & ROSALIE ANIXTER CENTER,GENERAL EXPENSES,779.00,12/17/2020
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,9624.84,2/25/2020
XEROX CORPORATION /XEROX CTR,MAINTENANCE & REPAIRS,30366.60,6/10/2020
MICHAEL CARSON,CREDITS,20.00,2/5/2020
TAB SERVICE COMPANY,GENERAL EXPENSES,3258.97,3/11/2020
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,16846.00,2/25/2020
IAP CONSTRUCTION INC.,MAINTENANCE & REPAIRS,7664.73,4/30/2020
CORPORATE CONCEPTS INC,DIRECT PURCHASES,2530.50,6/4/2020
ARCHER OPEN MRI,ADMINISTRATION & HR,25.00,9/24/2020
"JONES LANG LaSALLE, INCORPORATED",CONSULTING,6531.86,5/20/2020
COMPUTER AID INC,TECHNOLOGY SERVICES,45228.81,9/23/2020
PEOPLES GAS,UTILITIES EXPENSE,14519.61,8/6/2020
CINTAS CORPORATION,CONTRACTUAL SERVICES,1686.76,3/17/2020
LORCHEM TECHNOLOGIES INC,MAINTENANCE & REPAIRS,654.43,3/13/2020
UNITED PARCEL SERVICE,DIRECT PURCHASES,29.14,1/31/2020
CUMMINS INC.,MAINTENANCE & REPAIRS,794.04,12/16/2020
"COMET MESSENGER SERVICE, INC.",CONTRACTUAL SERVICES,816.96,8/6/2020
DYNEGY ENERGY SERVICES,UTILITIES EXPENSE,75458.00,3/6/2020
"*ANCHOR STAFFING, INC.",TECHNOLOGY SERVICES,987.59,3/2/2020
"OER SERVICES, LLC",MAINTENANCE & REPAIRS,1792.00,10/28/2020
"AT&T MOBILITY NATIONAL ACCOUNTS, LLC",UTILITIES EXPENSE,1011.16,2/14/2020
BLOOMBERG FINANCE L.P.,CONTRACTUAL SERVICES,7211.00,12/3/2020
"COMET MESSENGER SERVICE, INC.",GENERAL EXPENSES,94.06,12/10/2020
NOETIX CORPORATION,MAINTENANCE & REPAIRS,48910.00,9/3/2020
GENUINE PARTS COMPANY (NAPA),MAINTENANCE & REPAIRS,197.32,6/10/2020
"LAW BULLETIN PUBLISHING CO, INC.",FINANCIAL & TREAS SVCS,3330.00,2/13/2020
Konecranes,MAINTENANCE & REPAIRS,3774.75,6/25/2020
"COMET MESSENGER SERVICE, INC.",CONTRACTUAL SERVICES,79.15,7/9/2020
CUMMINS INC.,MAINTENANCE & REPAIRS,924.09,9/23/2020
VILLAGE OF WILMETTE,UTILITIES EXPENSE,834.96,9/10/2020
PROCESS ELECTRONICS CORP,MAINTENANCE & REPAIRS,2900.00,8/13/2020
"TRAPEZE SOFTWARE GROUP, INC",MAINTENANCE & REPAIRS,3330.00,12/23/2020
NATIONAL SAFETY COUNCIL,CONTRACTUAL SERVICES,400.00,2/4/2020
KONE SPARES,DIRECT PURCHASES,459.84,8/19/2020
GENUINE PARTS COMPANY (NAPA),MATERIAL LOAD/ADJ,1320.00,3/25/2020
ROYAL REPORTING SERVICES,LEGAL COSTS,492.48,4/2/2020
BRE RIVER NORTH POINT OWNER,FACILITY RENTAL,51838.14,3/25/2020
MASSACHUSETTS INSTITUTE OF TECHNOLOGY,CONTRACTUAL SERVICES,49760.81,8/27/2020
CITY OF CHICAGO-DEPT OF WATER,UTILITIES EXPENSE,23195.36,9/24/2020
"COMET MESSENGER SERVICE, INC.",GENERAL EXPENSES,127.03,1/14/2020
BRE RIVER NORTH POINT OWNER LLC,FACILITY RENTAL,51838.14,8/5/2020
CORPORATE CONCEPTS INC,DIRECT PURCHASES,375.00,4/16/2020
GENUINE PARTS COMPANY (NAPA),ADVERTISING & PROMOTION,229.95,9/14/2020
"MANSFIELD OIL COMPANY OF GAINESVILLE, INC.",FUEL EXPENSE,2361.23,9/4/2020
PACER SERVICE CENTER,GENERAL EXPENSES,77.00,10/26/2020
CINTAS CORPORATION,DIRECT PURCHASES,375.48,11/23/2020
"THE MCS GROUP, INC.",ADMINISTRATION & HR,6240.37,4/9/2020
ART OF RESOLUTION,TRAVEL & MEETING EXPENSE,2085.00,10/22/2020
STAPLES ADVANTAGE,DIRECT PURCHASES,25302.06,5/11/2020
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,126838.77,7/15/2020
STAPLES ADVANTAGE,DIRECT PURCHASES,41.88,7/29/2020
"STEVE'S EQUIPMENT SERVICE, INC.",MAINTENANCE & REPAIRS,4386.04,12/16/2020
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,4396.06,1/15/2020
SERVICE SANITATION INC,MAINTENANCE & REPAIRS,16746.00,2/18/2020
CINTAS CORPORATION,DIRECT PURCHASES,2058.22,5/5/2020
"*ALVAREZ, INC.",CONTRACTUAL SERVICES,18353.31,10/29/2020
MAGNA LEGAL SERVICES,LEGAL COSTS,316.10,11/25/2020
AMERICAN TOWERS LLC,EQUIPMENT RENTAL,8724.62,1/31/2020
CINTAS CORPORATION,CONTRACTUAL SERVICES,7280.12,4/15/2020
"GREENLINE ENVIRONMENTAL SOLUTIONS, LLC",MAINTENANCE & REPAIRS,15170.00,6/15/2020
GENERAL BINDING CORPORATION,MAINTENANCE & REPAIRS,38532.66,3/13/2020
CUMMINS INC.,MAINTENANCE & REPAIRS,1408.40,6/1/2020
VILLAGE OF OAK PARK UTILITIES,UTILITIES EXPENSE,1687.10,3/10/2020
"JCDECAUX CHICAGO, LLC",MAINTENANCE & REPAIRS,102144.00,4/30/2020
MICHELLE MEEKS MD,LEGAL COSTS,66.22,1/23/2020
MICHAEL DANLEY,CONTRACTUAL SERVICES,15.00,7/30/2020
"GREENLINE ENVIRONMENTAL SOLUTIONS, LLC",MAINTENANCE & REPAIRS,3170.00,12/9/2020
G & O THERMAL SUPPLY COMPANY,DIRECT PURCHASES,2635.78,1/21/2020
EXHIBIT 5,LEGAL COSTS,173.60,3/17/2020
AMALGAMATED BANK OF CHICAGO.,FINANCIAL & TREAS SVCS,1666.67,9/17/2020
"SVANACO, INC.",TECHNOLOGY SERVICES,400.00,12/16/2020
JOHNSON PIPE & SUPPLY CO.,DIRECT PURCHASES,2200.00,11/30/2020
EVERGREEN PARK RED LIGHT,GENERAL EXPENSES,100.00,7/9/2020
BRE RIVER NORTH POINT OWNER,FACILITY RENTAL,33907.62,6/11/2020
RUSSO POWER EQUIPMENT,MAINTENANCE & REPAIRS,136.50,8/20/2020
"ORACLE AMERICA, INC.",MAINTENANCE & REPAIRS,503548.99,11/11/2020
"JONES LANG LaSALLE, INCORPORATED",MAINTENANCE & REPAIRS,291485.42,7/29/2020
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,4730.62,8/3/2020
THEODORE POLIZOS M.D,ADMINISTRATION & HR,750.00,11/12/2020
CITY OF CHICAGO DEPT.OF REVENUE-RED LIGHT,GENERAL EXPENSES,600.00,12/24/2020
LETTER PUBLICATIONS,GENERAL EXPENSES,299.00,5/28/2020
"OER SERVICES, LLC",MAINTENANCE & REPAIRS,1652.00,2/14/2020
ARC IMAGING RESOURCES,MAINTENANCE & REPAIRS,5473.96,7/6/2020
GENUINE PARTS COMPANY (NAPA),MATERIAL LOAD/ADJ,999.47,4/8/2020
COMMONWEALTH EDISON.,UTILITIES EXPENSE,77730.77,5/7/2020
UNITEC PARTS CO.,DIRECT PURCHASES,280.56,3/5/2020
"WISCO, INC.",DIRECT PURCHASES,9.30,2/11/2020
NATIONAL NOTARY ASSOCIATION,GENERAL EXPENSES,156.48,9/3/2020
CONTINENTAL LANGUAGES LLC,CONTRACTUAL SERVICES,375.00,1/7/2020
CITATION BOX & PAPER CO.,DIRECT PURCHASES,2288.00,12/17/2020
CUMMINS INC.,MAINTENANCE & REPAIRS,825.92,1/9/2020
MASSACHUSETTS INSTITUTE OF TECHNOLOGY,CONTRACTUAL SERVICES,88493.33,8/27/2020
MIDWEST ORTHOPAEDIC CONSULTANTS,ADMINISTRATION & HR,750.00,5/21/2020
PEOPLES GAS,UTILITIES EXPENSE,27212.34,2/11/2020
CDW GOVERNMENT LLC,TRAVEL & MEETING EXPENSE,1554.92,1/7/2020
"THOMPSON COBURN, LLC",LEGAL COSTS,11505.00,11/11/2020
G.A.G. INDUSTRIES CORP.,MAINTENANCE & REPAIRS,44550.41,9/28/2020
"22ND CENTURY TECHNOLOGIES, INC.",CONTRACTUAL SERVICES,2680.00,1/8/2020
"CUBIC TRANSPORTATION SYSTEMS, INC.",DIRECT PURCHASES,307295.25,4/29/2020
"Alstom Signaling Inc., d/b/a Alstom Signaling Operation, LLC.",DIRECT PURCHASES,23.70,1/2/2020
"AMERESCO, INC.",CONSULTING,14730.00,3/3/2020
AMERICAN CENTER FOR SPINE & NEUROSURGERY LLC,ADMINISTRATION & HR,25.00,1/29/2020
"CANON BUSINESS SOLUTIONS, INC.",MAINTENANCE & REPAIRS,8921.61,2/13/2020
NATIONAL SAFETY COUNCIL,CONTRACTUAL SERVICES,240.00,10/29/2020
*SULLIVAN REPORTING COMPANY,LEGAL COSTS,452.00,3/17/2020
UNITEC PARTS CO.,DIRECT PURCHASES,1074.48,3/25/2020
"COMCAST OF CHICAGO, IL",EQUIPMENT RENTAL,41.76,3/3/2020
"LAW BULLETIN PUBLISHING CO, INC.",FINANCIAL & TREAS SVCS,3330.00,9/9/2020
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,35950.46,2/21/2020
STAPLES ADVANTAGE,DIRECT PURCHASES,733.64,4/29/2020
"ALLIED WASTE TRANSPORTATION, INC. d/b/a REPUBLIC SERVICES OF CHICAGO",MAINTENANCE & REPAIRS,78474.51,12/23/2020
DYNEGY ENERGY SERVICES,UTILITIES EXPENSE,138892.36,3/30/2020
CMM Calibration And Services,MAINTENANCE & REPAIRS,980.00,11/12/2020
"PROTANIC, INC.",MAINTENANCE & REPAIRS,8091.08,6/17/2020
CINTAS CORPORATION,DIRECT PURCHASES,93.87,6/8/2020
"AMERICAN BUILDING SERVICES, LLC (M-D BUILDING MATERIALS)",DIRECT PURCHASES,1842.00,8/12/2020
BNSF RAILWAY COMPANY,EQUIPMENT RENTAL,358.33,12/10/2020
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,2216.83,10/19/2020
ENTERPRISE FLEET SERVICES,EQUIPMENT RENTAL,131349.24,7/1/2020
GENUINE PARTS COMPANY (NAPA),MAINTENANCE & REPAIRS,4736.33,6/3/2020
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,8873.12,2/27/2020
"MANSFIELD OIL COMPANY OF GAINESVILLE, INC.",FUEL EXPENSE,761723.00,6/1/2020
"OER SERVICES, LLC",MAINTENANCE & REPAIRS,700.00,1/29/2020
"*VEI SOLUTIONS, INC.",MAINTENANCE & REPAIRS,10601.05,2/4/2020
GENUINE PARTS COMPANY (NAPA),MAINTENANCE & REPAIRS,9945.40,8/26/2020
"AMERICAN BUILDING SERVICES, LLC (M-D BUILDING MATERIALS)",DIRECT PURCHASES,2046.22,10/28/2020
PEOPLES GAS,UTILITIES EXPENSE,56172.81,2/4/2020
FOX VALLEY FIRE & SAFETY COMPANY,MAINTENANCE & REPAIRS,10370.00,2/28/2020
CINTAS CORPORATION,MAINTENANCE & REPAIRS,2848.40,6/15/2020
JOHNSON PIPE & SUPPLY CO.,DIRECT PURCHASES,46.65,9/14/2020
"AMERICAN BUILDING SERVICES, LLC (M-D BUILDING MATERIALS)",DIRECT PURCHASES,885.77,4/1/2020
89TH ST PROPERTIES LLC,FACILITY RENTAL,27968.92,1/31/2020
UNITEC PARTS CO.,DIRECT PURCHASES,805.00,2/12/2020
PITNEY BOWES GLOBAL MAILING SYSTEMS,GENERAL EXPENSES,51.00,2/25/2020
COMPUTER AID INC,TECHNOLOGY SERVICES,19360.00,12/7/2020
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,5372.06,8/31/2020
"WORLD FUEL SERVICES, INC.",DIRECT PURCHASES,102248.98,6/24/2020
"*WILEY'S LAWN CARE, LLC",MAINTENANCE & REPAIRS,8600.00,6/10/2020
"OER SERVICES, LLC",EQUIPMENT RENTAL,644.00,9/23/2020
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,10771.11,3/5/2020
JOHNSON PIPE & SUPPLY CO.,DIRECT PURCHASES,861.93,3/11/2020
"*VEI SOLUTIONS, INC.",MAINTENANCE & REPAIRS,10972.73,12/9/2020
"*MOTR GRAFX, LLC",ADVERTISING & PROMOTION,6516.00,11/19/2020
CUMMINS INC.,MAINTENANCE & REPAIRS,2000.37,6/29/2020
"MANSFIELD OIL COMPANY OF GAINESVILLE, INC.",FUEL EXPENSE,43188.98,1/31/2020
"WEST PUBLISHING CORPORATION d/b/a THOMSON WEST, WEST GROUP OR WEST",FINANCIAL & TREAS SVCS,8087.90,8/6/2020
QUESTIONMARK CORPORATION,TECHNOLOGY SERVICES,33750.00,8/24/2020
GENUINE PARTS COMPANY (NAPA),GENERAL EXPENSES,627.90,8/26/2020
*J.P. SIMONS & COMPANY,DIRECT PURCHASES,17761.98,3/17/2020
*J.P. SIMONS & COMPANY,DIRECT PURCHASES,563.10,2/18/2020
*SOUTH SUBURBAN PEST CONTROL,MAINTENANCE & REPAIRS,5770.60,7/22/2020
ILLINOIS HISPANIC CHAMBER OF COMMERCE,GENERAL EXPENSES,3500.00,12/24/2020
"LAW BULLETIN PUBLISHING CO, INC.",FINANCIAL & TREAS SVCS,3330.00,4/29/2020
"WAREHOUSE DIRECT, INC.",MAINTENANCE & REPAIRS,93.50,10/22/2020
MARCUS MOORE,CONTRACTUAL SERVICES,500.00,12/17/2020
ROSEMONT PUBLIC WORKS,UTILITIES EXPENSE,25.37,5/21/2020
LORCHEM TECHNOLOGIES INC,MAINTENANCE & REPAIRS,2702.87,11/4/2020
ARC IMAGING RESOURCES,MAINTENANCE & REPAIRS,5473.96,1/14/2020
CITY OF HOMETOWN,GENERAL EXPENSES,200.00,7/9/2020
"ARAMARK UNIFORM SERVICES, INC.",GENERAL EXPENSES,52.80,1/31/2020
COMPUTER AID INC,TECHNOLOGY SERVICES,43172.00,10/19/2020
VILLAGE OF FOREST PARK.,PURCHASE OF SECURITY SERVICES,15440.84,3/25/2020
ENGINEERING SYSTEMS INC,CONTRACTUAL SERVICES,3263.47,4/16/2020
"MARK ANDY, INC.",MAINTENANCE & REPAIRS,628.53,7/9/2020
LIFECARE INNOVATIONS INC,ADMINISTRATION & HR,1630.00,10/1/2020
"MIDWEST COMPUTER PRODUCTS, INC.",DIRECT PURCHASES,300.00,3/30/2020
GRE-GOCO ORRINGTON OWNER LLC,EQUIPMENT RENTAL,921.30,2/4/2020
CORPORATE CONCEPTS INC,GENERAL EXPENSES,35917.92,11/19/2020
HAPPY HANDS CLEANING SERVICE LLC,MAINTENANCE & REPAIRS,1666.67,3/30/2020
"IMPERIAL CRANE SERVICES, INC.",EQUIPMENT RENTAL,4400.00,5/5/2020
"COMET MESSENGER SERVICE, INC.",CONTRACTUAL SERVICES,127.31,9/10/2020
COMPUTER AID INC,TECHNOLOGY SERVICES,32841.33,7/27/2020
NIKKI HALE CONSULTING INC,CONTRACTUAL SERVICES,1020.00,12/24/2020
COMTO NATIONAL HEADQUARTERS,GENERAL EXPENSES,1000.00,2/20/2020
ISAAC REGALADO,LEGAL COSTS,75.00,1/21/2020
"*WILEY'S LAWN CARE, LLC",MAINTENANCE & REPAIRS,1600.00,8/19/2020
"MIDWAY OVERHEAD DOOR, INC.",MAINTENANCE & REPAIRS,26993.60,6/10/2020
CINTAS CORPORATION,DIRECT PURCHASES,469.35,5/27/2020
STAPLES ADVANTAGE,DIRECT PURCHASES,35315.58,12/16/2020
MID-WEST SIGN SUPPLY CO,MAINTENANCE & REPAIRS,1584.13,10/21/2020
PEOPLES GAS,UTILITIES EXPENSE,150694.95,3/25/2020
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,26509.47,9/21/2020
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,10509.52,12/16/2020
"GREENLINE ENVIRONMENTAL SOLUTIONS, LLC",MAINTENANCE & REPAIRS,6265.00,11/11/2020
"QUEST DIAGNOSTICS, INC,",ADMINISTRATION & HR,117847.65,3/12/2020
"HITACHI RAIL STS USA, INC.",DIRECT PURCHASES,2057.58,12/17/2020
"VERITEXT, LLC",LEGAL COSTS,939.00,7/9/2020
"PROTANIC, INC.",MAINTENANCE & REPAIRS,43780.14,3/10/2020
*J.P. SIMONS & COMPANY,DIRECT PURCHASES,7817.40,9/10/2020
CUMMINS INC.,MAINTENANCE & REPAIRS,1792.13,2/3/2020
"VERITEXT, LLC",LEGAL COSTS,3738.00,4/9/2020
"GREENLINE ENVIRONMENTAL SOLUTIONS, LLC",MAINTENANCE & REPAIRS,2918.00,6/22/2020
"WISCO, INC.",MAINTENANCE & REPAIRS,374.58,8/13/2020
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,1662.00,9/2/2020
ACCOUNTEMPS/DIV. ROBERT HALF,LEGAL COSTS,2520.10,1/29/2020
"ALLIED WASTE TRANSPORTATION, INC. d/b/a REPUBLIC SERVICES OF CHICAGO",MAINTENANCE & REPAIRS,79161.01,10/5/2020
CDW GOVERNMENT LLC,CONTRACTUAL SERVICES,391.03,11/23/2020
"MIDWEST COMPUTER PRODUCTS, INC.",DIRECT PURCHASES,526.46,2/24/2020
UNITED PARCEL SERVICE,GENERAL EXPENSES,69.70,1/29/2020
"*ALLPOINTS SECURITY AND DETECTIVE, INC.",PURCHASE OF SECURITY SERVICES,21635.10,11/9/2020
GRANT LAW LLC,LEGAL COSTS,1995.00,12/23/2020
"HERITAGE-CRYSTAL CLEAN, LLC",MAINTENANCE & REPAIRS,19600.00,12/21/2020
"OER SERVICES, LLC",EQUIPMENT RENTAL,1792.00,7/20/2020
"PROTANIC, INC.",MAINTENANCE & REPAIRS,6550.00,6/1/2020
*J.P. SIMONS & COMPANY,DIRECT PURCHASES,550.00,1/14/2020
*CityEscape Garden & Design,MAINTENANCE & REPAIRS,414.00,10/8/2020
PACE SUBURBAN BUS SERVICE,DIRECT PURCHASES,2210.00,7/16/2020
"JONES LANG LaSALLE, INCORPORATED",MAINTENANCE & REPAIRS,368697.89,2/20/2020
"MOBILE MINI, INC",EQUIPMENT RENTAL,2310.00,10/29/2020
G & O THERMAL SUPPLY COMPANY,DIRECT PURCHASES,983.28,8/19/2020
EVERGREEN PARK RED LIGHT,GENERAL EXPENSES,100.00,10/1/2020
HARRIS & HARRIS LTD,GENERAL EXPENSES,627.38,3/6/2020
"MCCORKLE LITIGATION SERVICES, INC",LEGAL COSTS,3614.75,12/30/2020
"*MOTR GRAFX, LLC",ADVERTISING & PROMOTION,355.00,3/25/2020
AMALGAMATED BANK OF CHICAGO,FINANCIAL & TREAS SVCS,341.22,4/30/2020
"MIDWEST COMPUTER PRODUCTS, INC.",DIRECT PURCHASES,812.88,5/22/2020
"JONES LANG LaSALLE, INCORPORATED",MAINTENANCE & REPAIRS,375125.78,4/22/2020
CHICAGO POLICE DEPARTMENT,PURCHASE OF SECURITY SERVICES,636456.43,12/23/2020
"J2 CLOUD SERVICES, LLC.",CONTRACTUAL SERVICES,384.68,10/29/2020
GENUINE PARTS COMPANY (NAPA),CONTRACTUAL SERVICES,100.66,3/13/2020
UNION PACIFIC RAILROAD COMPANY,FACILITY RENTAL,105000.00,12/9/2020
"ZIPCAR, INC.",EQUIPMENT RENTAL,1222.50,3/2/2020
"ARAMARK UNIFORM SERVICES, INC.",CONTRACTUAL SERVICES,115.51,9/21/2020
*SYNERGY DEVELOPMENT LIMITED,MAINTENANCE & REPAIRS,6667.20,12/30/2020
SKOKIE POLICE DEPARTMENT,LEGAL COSTS,5.00,1/29/2020
CLAREMONT LLC,CONTRACTUAL SERVICES,1683.00,4/23/2020
AVITRU,TRAVEL & MEETING EXPENSE,2540.00,7/16/2020
"CHICAGO JACK SERVICE, INC.",MAINTENANCE & REPAIRS,1975.00,1/24/2020
CHICAGO POLICE DEPARTMENT,PURCHASE OF SECURITY SERVICES,404872.90,9/9/2020
